DateParsed,WeekID,Code,League,Home,Away,MatchID,Market,MarketName,Side,Selection,Odd,EffectiveOdd,PriceHaircut,MarketProbability,CalibratedMarketProbability,RawSportsProbability,CalibratedSportsProbability,DecisionProbability,ModelProbability,BreakEvenProbability,ExpectedValue,RequiredOddForOperation,OddGapToOperation,ModelMarketDifference,ProfileSample,ProfileWins,EmpiricalHitRate,SportsSample,SportsReliability,SportsEmpiricalHitRate,Reliability,CalibrationGap,Brier,SampleConfidence,SampleConfidenceReason,ProfileLevel,SportsProfileLevel,Confidence,Status,StatusBase,Stake,Score,Reason,LambdaHome,LambdaAway,ValidatedMarket,ModelVersion,InputID,Time,Bookmaker,Rank,StandingsAvailable,Season,HomePosition,AwayPosition,HomePoints,AwayPoints,HomeGames,AwayGames,HomePPG,AwayPPG,HomeGFPG,AwayGFPG,HomeGAPG,AwayGAPG
2026-07-23,2026-30,BRA,Brasileirão Série A,Botafogo RJ,Vitoria,BRA|2026-07-23|Botafogo RJ|Vitoria,1X2,Resultado final 1X2,H,Botafogo RJ,1.78,1.7444,0.02,0.5386766703793006,0.5386766703793006,0.5787722849634833,0.5787722849634833,0.5945398294776622,0.5945398294776622,0.5732630130703967,0.03711527854083374,1.71629908152965,0.06370091847035009,0.04009561458418276,188,100,0.5319148936170213,188,0.696895454887912,0.5319148936170213,0.696895454887912,0.0454656817668132,0.2503050033068251,MODERADA,188 previsões fora da amostra; desvio de calibração 4.5%.,LIGA,LIGA,MODERADA,OPERAR,QUALIFICADA,10.0,0.03711527854083374,Selecionada na carteira semanal pelo maior EV entre preços qualificados; uma seleção por partida.,2.3067810107461137,1.3740259463149822,True,V28.0,a2,19:30,Pixbet,1,True,2026,9,10,25,25,18,18,1.3888888888888888,1.3888888888888888,1.8333333333333333,1.2222222222222223,1.7777777777777777,1.3888888888888888
