Code,League,Season,Date,Home,Away,MatchID,Market,Side,AvgOdd,MarketP,RawP,CalP,Rel,N,Win,BestOdd,ExecAvg,ExecBest,WeekID,Year,Month,logit_market,logit_raw,diff,absdiff,ratio,logN,Code_cat,Market_cat,Side_cat,Pred,AvgNoHaircut,PSOdd,B365Odd,Pinnacle -2%,Bet365 -2%,EffectiveOdd,EV,Profit
SP2,Espanha - Segunda Divisão,2022,2022-08-20,Granada,Santander,SP2|2022-08-20|Granada|Santander,OU25,O25,1.93,0.4907651715039578,0.2640293110595087,0.3190138338033996,0.4964847971771534,381,0,2.02,1.8914,1.9796,2022-33,2022,8,-0.0369435151916842,-1.0251301694028654,-0.2267358604444491,0.2267358604444491,0.5369012007337404,5.945420608606575,20,1,3,0.5598850208292938,1.93,1.98,1.98,1.9404,1.9404,1.9404,0.0864008944171617,-1.0
G1,Grécia - Super League,2022,2022-08-21,Panathinaikos,Ionikos,G1|2022-08-21|Panathinaikos|Ionikos,1X2,H,1.3,0.7200251188148487,0.4882652437580245,0.5048982339777554,0.1595929359110215,120,1,1.36,1.274,1.3328,2022-33,2022,8,0.9445862095523696,-0.04694764610416,-0.2317598750568241,0.2317598750568241,0.6771820162945054,4.795790545596741,10,0,2,0.7962039089478449,1.3,1.3,1.36,1.274,1.3328,1.3328,0.06118056984568754,0.3328
SP2,Espanha - Segunda Divisão,2022,2022-08-22,Malaga,Las Palmas,SP2|2022-08-22|Malaga|Las Palmas,1X2,D,3.03,0.310423862996724,0.2613036458009257,0.3144202928086163,0.7445590798044616,996,0,3.2,2.9694,3.136,2022-34,2022,8,-0.7981384510719876,-1.039203824116417,-0.0491202171957982,0.0491202171957982,0.8390610895597119,6.904750769961838,20,0,1,0.3660896470266634,3.03,3.11,3.0,3.0477999999999996,2.94,2.94,0.0763035622583903,-1.0
E0,Inglaterra - Premier League,2022,2022-08-27,Southampton,Man United,E0|2022-08-27|Southampton|Man United,1X2,A,1.96,0.4922867451834706,0.296736738434909,0.2810664930856228,0.4916841953065545,255,1,2.07,1.9208,2.0286,2022-34,2022,8,-0.0308554670540109,-0.8628859615927214,-0.1955500067485616,0.1955500067485616,0.6015501963762319,5.545177444479562,6,0,0,0.5922276742449752,1.96,2.02,1.95,1.9796,1.911,1.911,0.13174708548214764,0.911
N1,Holanda - Eredivisie,2022,2022-08-27,Vitesse,Waalwijk,N1|2022-08-27|Vitesse|Waalwijk,1X2,H,1.81,0.5237579322086364,0.191938592362961,0.1809036267252109,0.2223297974132866,119,0,1.98,1.7738,1.9404,2022-34,2022,8,0.095103345404072,-1.4374625657561804,-0.3318193398456754,0.3318193398456754,0.3657659667098636,4.787491742782046,16,0,2,0.6146098607876197,1.81,1.84,1.83,1.8032000000000001,1.7934,1.7934,0.10224132433651723,-1.0
P1,Portugal - Primeira Liga,2022,2022-08-28,Rio Ave,Porto,P1|2022-08-28|Rio Ave|Porto,1X2,A,1.3,0.7288189149275454,0.7496322473451531,0.6929893378106408,0.5394043995832919,357,0,1.33,1.274,1.3034,2022-34,2022,8,0.988638490806073,1.0966519017974206,0.0208133324176077,0.0208133324176077,1.0271482857080716,5.8805329864007,18,0,0,0.8183344221118212,1.3,1.3,1.3,1.274,1.274,1.274,0.04255805377046018,-1.0
SP2,Espanha - Segunda Divisão,2022,2022-09-02,Leganes,Eibar,SP2|2022-09-02|Leganes|Eibar,1X2,D,2.86,0.3279695777080323,0.2483974039418626,0.2589617544415873,0.2658456165500659,174,0,3.04,2.8028,2.9792,2022-35,2022,9,-0.7173827575738772,-1.1071778226905769,-0.0795721737661697,0.0795721737661697,0.7550771280203932,5.1647859739235145,20,0,1,0.4016045423002422,2.86,2.95,2.87,2.891,2.8126,2.8126,0.12955293567366133,-1.0
E1,Inglaterra - Championship,2022,2022-09-03,Swansea,QPR,E1|2022-09-03|Swansea|QPR,1X2,A,2.99,0.3180933503683626,0.4992530679090204,0.4296266642673366,0.3115237008271286,255,0,3.16,2.9302,3.0968,2022-35,2022,9,-0.7625478767829909,-0.002987730586423,0.1811597175406578,0.1811597175406578,1.564598783812576,5.545177444479562,7,0,0,0.3628691896275715,2.99,3.06,3.0,2.9988,2.94,2.94,0.06683541750506006,-1.0
I1,Itália - Série A,2022,2022-09-03,Milan,Inter,I1|2022-09-03|Milan|Inter,OU25,U25,1.91,0.5,0.6066729481233192,0.5606076949665115,0.1726429082890868,207,0,2.0,1.8718,1.96,2022-35,2022,9,0.0,0.4333483865395224,0.1066729481233191,0.1066729481233191,1.2109240481503376,5.337538079701318,11,1,4,0.5537363037058392,1.91,1.98,1.98,1.9404,1.9404,1.9404,0.07446992371081018,-1.0
SP2,Espanha - Segunda Divisão,2022,2022-09-03,Alaves,Las Palmas,SP2|2022-09-03|Alaves|Las Palmas,OU25,O25,2.33,0.4040920716112532,0.2640293882120774,0.3190138338033996,0.4964847971771534,381,0,2.51,2.2834,2.4597999999999995,2022-35,2022,9,-0.3884434205387335,-1.025129772359733,-0.1400626833991758,0.1400626833991758,0.6517762422796892,5.945420608606575,20,1,3,0.45302117094364,2.33,2.43,2.4,2.3814,2.352,2.352,0.06550579405944124,-1.0
B1,Bélgica - Pro League,2022,2022-09-11,Gent,Waregem,B1|2022-09-11|Gent|Waregem,OU25,O25,1.54,0.6120906801007557,0.5161179130811417,0.5527372025895817,0.4620068492020531,300,0,1.6,1.5092,1.568,2022-36,2022,9,0.4561088409269196,0.0644939981319415,-0.0959727670196139,0.0959727670196139,0.8418296507073352,5.707110264748875,1,1,3,0.6668572156250818,1.54,1.56,1.6,1.5288,1.568,1.568,0.04563211410012835,-1.0
I1,Itália - Série A,2022,2022-09-11,Bologna,Fiorentina,I1|2022-09-11|Bologna|Fiorentina,OU25,U25,1.91,0.4986876640419947,0.6361491374894818,0.5606076949665115,0.1726429082890868,207,0,2.03,1.8718,1.9894,2022-36,2022,9,-0.0052493558861439,0.5586889634574121,0.137461473447487,0.137461473447487,1.273093540760331,5.337538079701318,11,1,4,0.5462736695839938,1.91,1.94,1.96,1.9012,1.9207999999999998,1.9207999999999998,0.04928246453693519,-1.0
I1,Itália - Série A,2022,2022-09-11,Juventus,Salernitana,I1|2022-09-11|Juventus|Salernitana,OU25,U25,1.92,0.4973821989528796,0.63614927483655,0.5606076949665115,0.1726429082890868,207,0,2.05,1.8816,2.009,2022-36,2022,9,-0.0104712998672952,0.5586895568431138,0.1387670758836704,0.1387670758836704,1.2764285646099007,5.337538079701318,11,1,4,0.5493682168795669,1.92,1.96,1.96,1.9207999999999998,1.9207999999999998,1.9207999999999998,0.05522647098227207,-1.0
SP1,Espanha - La Liga,2022,2022-09-11,Betis,Villarreal,SP1|2022-09-11|Betis|Villarreal,1X2,H,2.98,0.322272066523907,0.248399969439763,0.2764263265951438,0.2186555762799155,206,1,3.16,2.9204,3.0968,2022-36,2022,9,-0.7433498134606218,-1.1071640811685637,-0.073872097084144,0.073872097084144,0.7683929270807969,5.332718793265369,19,0,2,0.3678668021001167,2.98,3.07,2.9,3.0086,2.842,2.842,0.04547745156853167,1.842
I1,Itália - Série A,2022,2022-09-17,Bologna,Empoli,I1|2022-09-17|Bologna|Empoli,OU25,U25,1.97,0.4829396325459317,0.6040095825031391,0.5606076949665115,0.1726429082890868,207,1,2.13,1.9306,2.0874,2022-37,2022,9,-0.0682679711290032,0.4222000501589401,0.1210699499572073,0.1210699499572073,1.2481093547257909,5.337538079701318,11,1,4,0.5288288343243558,1.97,2.04,2.04,1.9992,1.9992,1.9992,0.05723460558125204,0.9992000000000001
N1,Holanda - Eredivisie,2022,2022-09-17,For Sittard,Excelsior,N1|2022-09-17|For Sittard|Excelsior,OU25,U25,2.78,0.339667458432304,0.2011545623015797,0.2842121395824323,0.1,93,1,2.99,2.7244,2.9302,2022-37,2022,9,-0.6647764834307299,-1.379093903140404,-0.1385128961307243,0.1385128961307243,0.5904719025035738,4.543294782270004,16,1,4,0.4036216727998271,2.78,2.99,2.87,2.9302,2.8126,2.8126,0.13522631691679377,1.8126000000000002
