entries,weeks,avg_week,wins,hit,profit,roi,dd,streak,protocol
893,225,3.968888888888889,461,0.5162374020156775,103.7482,0.11617939529675252,14.094000000000023,9,Melhor preço -2%
860,222,3.873873873873874,407,0.47325581395348837,-26.3238,-0.03060906976744186,30.805,14,Odd média -2%
884,224,3.9464285714285716,443,0.501131221719457,20.040000000000003,0.022669683257918554,22.900000000000013,10,Odd média sem desconto
812,203,4.0,395,0.48645320197044334,35.366799999999984,0.043555172413793086,20.716,7,Pinnacle -2%
686,181,3.7900552486187844,359,0.5233236151603499,19.531399999999994,0.028471428571428564,20.0582,9,Bet365 -2%
