Market,Side,MarketBand,DifferenceBand,Season,Bets,Wins,ProfitUnits,HitRate,AverageOdd,ROI
1X2,D,0.1,0.08,2024,13,1,-4.4152000000000005,0.07692307692307693,9.080076923076923,-0.3396307692307693
1X2,D,0.1,0.08,2025,7,0,-7.0,0.0,9.379999999999999,-1.0
1X2,D,0.1,0.1,2012,1,0,-1.0,0.0,9.8,-1.0
1X2,D,0.1,0.1,2013,2,0,-2.0,0.0,8.898399999999999,-1.0
1X2,D,0.1,0.1,2014,5,0,-5.0,0.0,9.89996,-1.0
1X2,D,0.1,0.1,2015,6,0,-6.0,0.0,10.283466666666666,-1.0
1X2,D,0.1,0.1,2016,10,0,-10.0,0.0,9.24238,-1.0
1X2,D,0.1,0.1,2017,9,1,-0.6699999999999999,0.1111111111111111,9.510355555555556,-0.07444444444444444
1X2,D,0.1,0.1,2018,10,0,-10.0,0.0,9.491299999999999,-1.0
1X2,D,0.1,0.1,2019,7,1,2.8000000000000007,0.14285714285714285,9.401,0.4000000000000001
1X2,D,0.1,0.1,2020,4,0,-4.0,0.0,9.49375,-1.0
1X2,D,0.1,0.1,2021,9,0,-9.0,0.0,9.470066666666666,-1.0
1X2,D,0.1,0.1,2022,5,0,-5.0,0.0,9.43544,-1.0
1X2,D,0.1,0.1,2023,9,3,17.950000000000003,0.3333333333333333,9.33068888888889,1.9944444444444447
1X2,D,0.1,0.1,2024,12,1,-3.1799999999999997,0.08333333333333333,9.367166666666668,-0.26499999999999996
1X2,D,0.1,0.1,2025,5,0,-5.0,0.0,9.309999999999999,-1.0
1X2,D,0.1,0.12,2012,2,1,8.015600000000001,0.5,10.8878,4.0078000000000005
1X2,D,0.1,0.12,2013,1,0,-1.0,0.0,10.633,-1.0
1X2,D,0.1,0.12,2014,2,1,7.604000000000001,0.5,9.702000000000002,3.8020000000000005
1X2,D,0.1,0.12,2015,2,1,7.555,0.5,8.942499999999999,3.7775
1X2,D,0.1,0.12,2016,6,0,-6.0,0.0,9.0944,-1.0
1X2,D,0.1,0.12,2017,6,0,-6.0,0.0,9.796733333333334,-1.0
1X2,D,0.1,0.12,2018,3,0,-3.0,0.0,9.146666666666667,-1.0
1X2,D,0.1,0.12,2019,7,0,-7.0,0.0,9.657200000000001,-1.0
1X2,D,0.1,0.12,2020,2,0,-2.0,0.0,9.849,-1.0
1X2,D,0.1,0.12,2021,5,0,-5.0,0.0,10.299800000000001,-1.0
1X2,D,0.1,0.12,2022,3,0,-3.0,0.0,10.450066666666666,-1.0
1X2,D,0.1,0.12,2023,1,0,-1.0,0.0,9.8,-1.0
1X2,D,0.1,0.12,2024,6,1,2.702400000000001,0.16666666666666666,9.0993,0.45040000000000013
1X2,D,0.1,0.14,2012,1,0,-1.0,0.0,11.76,-1.0
1X2,D,0.1,0.14,2016,2,0,-2.0,0.0,9.863700000000001,-1.0
1X2,D,0.1,0.14,2017,1,0,-1.0,0.0,9.359,-1.0
1X2,D,0.1,0.14,2018,1,0,-1.0,0.0,8.33,-1.0
1X2,D,0.1,0.14,2019,2,0,-2.0,0.0,9.9225,-1.0
1X2,D,0.1,0.14,2020,5,1,5.045,0.2,9.91956,1.009
1X2,D,0.1,0.14,2021,1,0,-1.0,0.0,9.8,-1.0
1X2,D,0.1,0.14,2022,3,1,6.800000000000001,0.3333333333333333,10.358600000000001,2.266666666666667
1X2,D,0.1,0.14,2023,2,0,-2.0,0.0,9.9225,-1.0
1X2,D,0.1,0.14,2024,2,1,7.5746,0.5,9.4864,3.7873
1X2,D,0.1,0.14,2025,2,1,7.800000000000001,0.5,9.31,3.9000000000000004
1X2,D,0.1,0.16,2014,4,1,9.719999999999999,0.25,11.2455,2.4299999999999997
1X2,D,0.1,0.16,2016,1,0,-1.0,0.0,10.78,-1.0
1X2,D,0.1,0.16,2017,2,0,-2.0,0.0,9.133599999999998,-1.0
1X2,D,0.1,0.16,2018,3,0,-3.0,0.0,9.195666666666666,-1.0
1X2,D,0.1,0.16,2019,1,1,9.29,1.0,10.29,9.29
1X2,D,0.1,0.16,2021,1,0,-1.0,0.0,8.4672,-1.0
1X2,D,0.1,0.16,2022,2,0,-2.0,0.0,8.918,-1.0
1X2,D,0.1,0.18,2021,1,0,-1.0,0.0,10.045,-1.0
1X2,D,0.1,0.22,2022,1,1,9.78,1.0,10.78,9.78
1X2,D,0.125,-0.08,2019,1,0,-1.0,0.0,7.4479999999999995,-1.0
1X2,D,0.125,-0.06,2012,1,0,-1.0,0.0,7.5656,-1.0
1X2,D,0.125,-0.06,2013,1,0,-1.0,0.0,6.957999999999999,-1.0
1X2,D,0.125,-0.06,2014,2,0,-2.0,0.0,7.4872,-1.0
1X2,D,0.125,-0.06,2015,1,0,-1.0,0.0,7.644,-1.0
1X2,D,0.125,-0.06,2016,1,1,6.408799999999999,1.0,7.408799999999999,6.408799999999999
1X2,D,0.125,-0.06,2017,1,0,-1.0,0.0,7.84,-1.0
1X2,D,0.125,-0.06,2019,1,0,-1.0,0.0,6.8698,-1.0
1X2,D,0.125,-0.06,2020,1,0,-1.0,0.0,8.134,-1.0
1X2,D,0.125,-0.06,2021,1,0,-1.0,0.0,7.742,-1.0
1X2,D,0.125,-0.06,2022,2,0,-2.0,0.0,10.485999999999999,-1.0
1X2,D,0.125,-0.06,2023,1,0,-1.0,0.0,7.4186000000000005,-1.0
1X2,D,0.125,-0.06,2024,2,1,4.859999999999999,0.5,7.1049999999999995,2.4299999999999997
1X2,D,0.125,-0.06,2025,1,0,-1.0,0.0,7.1736,-1.0
1X2,D,0.125,-0.04,2012,3,0,-3.0,0.0,8.0458,-1.0
1X2,D,0.125,-0.04,2013,4,1,3.3794000000000004,0.25,7.79835,0.8448500000000001
1X2,D,0.125,-0.04,2014,2,0,-2.0,0.0,7.511699999999999,-1.0
1X2,D,0.125,-0.04,2015,5,1,1.9579999999999993,0.2,7.593039999999999,0.39159999999999984
1X2,D,0.125,-0.04,2016,3,0,-3.0,0.0,7.356533333333334,-1.0
1X2,D,0.125,-0.04,2017,9,2,5.9548,0.2222222222222222,7.893355555555555,0.6616444444444444
1X2,D,0.125,-0.04,2018,6,1,0.8894000000000002,0.16666666666666666,7.212799999999999,0.14823333333333336
1X2,D,0.125,-0.04,2019,4,0,-4.0,0.0,7.421049999999999,-1.0
1X2,D,0.125,-0.04,2020,6,0,-6.0,0.0,7.510066666666666,-1.0
1X2,D,0.125,-0.04,2021,2,0,-2.0,0.0,6.8306000000000004,-1.0
1X2,D,0.125,-0.04,2022,5,0,-5.0,0.0,7.252,-1.0
1X2,D,0.125,-0.04,2023,5,2,9.896,0.4,7.749840000000001,1.9792
1X2,D,0.125,-0.04,2024,5,1,1.8599999999999994,0.2,7.136359999999999,0.3719999999999999
1X2,D,0.125,-0.04,2025,5,1,1.8599999999999994,0.2,7.153999999999999,0.3719999999999999
1X2,D,0.125,-0.02,2012,2,0,-2.0,0.0,7.4823,-1.0
1X2,D,0.125,-0.02,2013,4,0,-4.0,0.0,7.9624999999999995,-1.0
1X2,D,0.125,-0.02,2014,7,1,1.427999999999999,0.14285714285714285,7.9226,0.20399999999999988
1X2,D,0.125,-0.02,2015,8,0,-8.0,0.0,7.5999,-1.0
1X2,D,0.125,-0.02,2016,11,1,-3.2089999999999996,0.09090909090909091,7.7286363636363635,-0.29172727272727267
1X2,D,0.125,-0.02,2017,9,0,-9.0,0.0,7.6396444444444445,-1.0
1X2,D,0.125,-0.02,2018,10,0,-10.0,0.0,7.2941400000000005,-1.0
1X2,D,0.125,-0.02,2019,10,3,11.657999999999998,0.3,7.27552,1.1657999999999997
1X2,D,0.125,-0.02,2020,6,0,-6.0,0.0,7.689733333333333,-1.0
1X2,D,0.125,-0.02,2021,8,2,5.8964,0.25,7.593775,0.73705
1X2,D,0.125,-0.02,2022,9,2,5.994,0.2222222222222222,7.449088888888888,0.6659999999999999
1X2,D,0.125,-0.02,2023,8,0,-8.0,0.0,7.581525,-1.0
1X2,D,0.125,-0.02,2024,7,1,-0.14000000000000057,0.14285714285714285,7.4074,-0.02000000000000008
1X2,D,0.125,-0.02,2025,10,1,-2.16,0.1,7.24318,-0.21600000000000003
1X2,D,0.125,0.0,2012,9,0,-9.0,0.0,7.5296666666666665,-1.0
1X2,D,0.125,0.0,2013,12,1,-4.0032,0.08333333333333333,7.706883333333334,-0.33359999999999995
1X2,D,0.125,0.0,2014,7,1,0.15399999999999991,0.14285714285714285,7.8232,0.02199999999999999
1X2,D,0.125,0.0,2015,18,2,-2.6140000000000008,0.1111111111111111,7.634199999999999,-0.14522222222222225
1X2,D,0.125,0.0,2016,13,2,2.238999999999999,0.15384615384615385,7.4781538461538455,0.17223076923076916
1X2,D,0.125,0.0,2017,16,1,-8.895,0.0625,7.5882625,-0.5559375
1X2,D,0.125,0.0,2018,12,0,-12.0,0.0,7.58765,-1.0
1X2,D,0.125,0.0,2019,6,0,-6.0,0.0,7.7436333333333325,-1.0
1X2,D,0.125,0.0,2020,14,0,-14.0,0.0,7.635599999999999,-1.0
1X2,D,0.125,0.0,2021,13,0,-13.0,0.0,7.415584615384615,-1.0
1X2,D,0.125,0.0,2022,14,1,-5.964,0.07142857142857142,7.4704,-0.42600000000000005
1X2,D,0.125,0.0,2023,18,3,4.814399999999999,0.16666666666666666,7.550355555555555,0.26746666666666663
1X2,D,0.125,0.0,2024,10,0,-10.0,0.0,7.27552,-1.0
1X2,D,0.125,0.0,2025,11,2,2.719999999999999,0.18181818181818182,7.238636363636363,0.24727272727272717
1X2,D,0.125,0.02,2012,11,2,4.944599999999999,0.18181818181818182,8.064509090909091,0.44950909090909086
1X2,D,0.125,0.02,2013,18,1,-10.473600000000001,0.05555555555555555,7.690277777777776,-0.5818666666666668
1X2,D,0.125,0.02,2014,17,1,-9.16,0.058823529411764705,7.665905882352941,-0.5388235294117647
1X2,D,0.125,0.02,2015,8,2,6.9646,0.25,7.54845,0.870575
1X2,D,0.125,0.02,2016,18,0,-18.0,0.0,7.495911111111111,-1.0
1X2,D,0.125,0.02,2017,24,1,-16.7676,0.041666666666666664,7.615416666666667,-0.6986500000000001
1X2,D,0.125,0.02,2018,29,1,-22.0028,0.034482758620689655,7.461179310344828,-0.7587172413793104
1X2,D,0.125,0.02,2019,21,4,8.0374,0.19047619047619047,7.382666666666667,0.3827333333333333
1X2,D,0.125,0.02,2020,7,2,9.101399999999998,0.2857142857142857,7.970199999999999,1.3001999999999998
1X2,D,0.125,0.02,2021,15,4,15.291799999999999,0.26666666666666666,7.666213333333333,1.0194533333333333
1X2,D,0.125,0.02,2022,22,0,-22.0,0.0,7.314363636363637,-1.0
1X2,D,0.125,0.02,2023,23,1,-15.552,0.043478260869565216,7.566878260869565,-0.6761739130434783
1X2,D,0.125,0.02,2024,24,2,-8.192600000000002,0.08333333333333333,7.459841666666667,-0.34135833333333343
1X2,D,0.125,0.02,2025,19,5,16.2016,0.2631578947368421,7.320084210526315,0.8527157894736842
1X2,D,0.125,0.04,2012,13,3,10.814,0.23076923076923078,7.908600000000001,0.8318461538461539
1X2,D,0.125,0.04,2013,17,2,-0.8300000000000001,0.11764705882352941,7.661294117647058,-0.04882352941176471
1X2,D,0.125,0.04,2014,16,0,-16.0,0.0,7.6139875,-1.0
1X2,D,0.125,0.04,2015,20,3,3.5199999999999987,0.15,7.617050000000001,0.17599999999999993
1X2,D,0.125,0.04,2016,19,4,12.310999999999998,0.21052631578947367,7.831747368421053,0.6479473684210525
1X2,D,0.125,0.04,2017,23,2,-7.045599999999999,0.08695652173913043,7.7147304347826084,-0.3063304347826087
1X2,D,0.125,0.04,2018,32,3,-9.166,0.09375,7.51629375,-0.2864375
1X2,D,0.125,0.04,2019,20,3,1.8148,0.15,7.40733,0.09074
1X2,D,0.125,0.04,2020,26,4,3.2627999999999995,0.15384615384615385,7.551653846153846,0.12549230769230768
1X2,D,0.125,0.04,2021,18,1,-9.964,0.05555555555555555,7.278677777777777,-0.5535555555555556
1X2,D,0.125,0.04,2022,35,7,17.9396,0.2,7.445479999999999,0.51256
1X2,D,0.125,0.04,2023,28,3,-4.3428,0.10714285714285714,7.531999999999999,-0.15510000000000002
1X2,D,0.125,0.04,2024,23,3,-1.3812000000000006,0.13043478260869565,7.307817391304348,-0.06005217391304351
1X2,D,0.125,0.04,2025,33,3,-11.685,0.09090909090909091,7.216363636363636,-0.3540909090909091
1X2,D,0.125,0.06,2012,11,3,11.7654,0.2727272727272727,7.922854545454545,1.0695818181818182
1X2,D,0.125,0.06,2013,12,3,12.009999999999998,0.25,7.827749999999999,1.0008333333333332
1X2,D,0.125,0.06,2014,21,2,-6.790000000000001,0.09523809523809523,7.6482,-0.32333333333333336
1X2,D,0.125,0.06,2015,16,0,-16.0,0.0,7.774462499999999,-1.0
1X2,D,0.125,0.06,2016,17,3,6.3632,0.17647058823529413,7.5955764705882345,0.37430588235294115
1X2,D,0.125,0.06,2017,27,2,-11.212200000000001,0.07407407407407407,7.91114074074074,-0.41526666666666673
1X2,D,0.125,0.06,2018,26,3,-3.0680000000000014,0.11538461538461539,7.521123076923076,-0.11800000000000005
1X2,D,0.125,0.06,2019,26,1,-19.042,0.038461538461538464,7.506046153846153,-0.7323846153846154
1X2,D,0.125,0.06,2020,12,1,-5.2379999999999995,0.08333333333333333,7.341016666666666,-0.43649999999999994
1X2,D,0.125,0.06,2021,28,5,8.524599999999998,0.17857142857142858,7.62195,0.30444999999999994
1X2,D,0.125,0.06,2022,30,2,-15.633200000000002,0.06666666666666667,7.457473333333334,-0.5211066666666667
1X2,D,0.125,0.06,2023,29,7,24.0964,0.2413793103448276,7.483820689655173,0.8309103448275862
1X2,D,0.125,0.06,2024,31,3,-9.93,0.0967741935483871,7.337038709677419,-0.3203225806451613
1X2,D,0.125,0.06,2025,21,1,-14.14,0.047619047619047616,7.241266666666666,-0.6733333333333333
1X2,D,0.125,0.08,2012,12,1,-4.748,0.08333333333333333,7.621949999999999,-0.39566666666666667
1X2,D,0.125,0.08,2013,8,2,6.9548,0.25,7.6293,0.86935
1X2,D,0.125,0.08,2014,12,0,-12.0,0.0,7.612966666666666,-1.0
1X2,D,0.125,0.08,2015,15,2,0.4349999999999996,0.13333333333333333,7.594346666666667,0.028999999999999974
1X2,D,0.125,0.08,2016,25,4,5.909199999999998,0.16,7.524832,0.2363679999999999
1X2,D,0.125,0.08,2017,20,2,-5.692000000000001,0.1,7.7616,-0.2846000000000001
1X2,D,0.125,0.08,2018,24,1,-17.042,0.041666666666666664,7.669725,-0.7100833333333334
1X2,D,0.125,0.08,2019,26,4,3.694,0.15384615384615385,7.540346153846154,0.14207692307692307
1X2,D,0.125,0.08,2020,16,1,-8.258,0.0625,7.4057375,-0.516125
1X2,D,0.125,0.08,2021,17,0,-17.0,0.0,7.525247058823529,-1.0
1X2,D,0.125,0.08,2022,16,3,6.5988,0.1875,7.361025,0.412425
1X2,D,0.125,0.08,2023,31,4,-1.1100000000000003,0.12903225806451613,7.486883870967742,-0.03580645161290324
1X2,D,0.125,0.08,2024,22,2,-7.398000000000001,0.09090909090909091,7.3388636363636355,-0.3362727272727273
1X2,D,0.125,0.08,2025,25,2,-11.084,0.08,7.1175440000000005,-0.44336
1X2,D,0.125,0.1,2012,6,1,2.565200000000001,0.16666666666666666,7.792633333333334,0.4275333333333335
1X2,D,0.125,0.1,2013,8,2,6.602,0.25,7.3304,0.82525
1X2,D,0.125,0.1,2014,18,2,-2.8100000000000005,0.1111111111111111,7.771944444444443,-0.15611111111111114
1X2,D,0.125,0.1,2015,10,0,-10.0,0.0,7.7096599999999995,-1.0
1X2,D,0.125,0.1,2016,10,4,20.252599999999997,0.4,7.682219999999999,2.02526
1X2,D,0.125,0.1,2017,10,2,4.6118,0.2,7.447019999999999,0.46118
1X2,D,0.125,0.1,2018,11,1,-3.2089999999999996,0.09090909090909091,7.6778545454545455,-0.29172727272727267
1X2,D,0.125,0.1,2019,16,3,9.078199999999999,0.1875,7.655024999999999,0.5673874999999999
1X2,D,0.125,0.1,2020,11,2,3.9057999999999993,0.18181818181818182,7.4774,0.3550727272727272
1X2,D,0.125,0.1,2021,17,3,6.8336,0.17647058823529413,7.476823529411765,0.40197647058823527
1X2,D,0.125,0.1,2022,13,3,10.137799999999999,0.23076923076923078,7.62816923076923,0.7798307692307691
1X2,D,0.125,0.1,2023,17,1,-10.189,0.058823529411764705,7.547729411764705,-0.5993529411764706
1X2,D,0.125,0.1,2024,11,3,11.442,0.2727272727272727,7.392763636363637,1.040181818181818
1X2,D,0.125,0.1,2025,11,0,-11.0,0.0,7.091636363636363,-1.0
1X2,D,0.125,0.12,2012,1,0,-1.0,0.0,7.546,-1.0
1X2,D,0.125,0.12,2013,1,0,-1.0,0.0,7.742,-1.0
1X2,D,0.125,0.12,2014,1,0,-1.0,0.0,6.859999999999999,-1.0
1X2,D,0.125,0.12,2015,4,0,-4.0,0.0,6.9727,-1.0
1X2,D,0.125,0.12,2016,13,4,18.2914,0.3076923076923077,7.69073846153846,1.407030769230769
1X2,D,0.125,0.12,2017,7,0,-7.0,0.0,7.905799999999999,-1.0
1X2,D,0.125,0.12,2018,8,1,0.24179999999999957,0.125,7.9049249999999995,0.030224999999999946
1X2,D,0.125,0.12,2019,7,1,0.34999999999999964,0.14285714285714285,7.618799999999999,0.04999999999999995
1X2,D,0.125,0.12,2020,6,0,-6.0,0.0,7.581933333333333,-1.0
1X2,D,0.125,0.12,2021,8,1,-1.2576,0.125,7.260575,-0.1572
1X2,D,0.125,0.12,2022,9,2,5.601999999999999,0.2222222222222222,7.514422222222223,0.6224444444444444
1X2,D,0.125,0.12,2023,7,1,0.399,0.14285714285714285,7.476,0.057
1X2,D,0.125,0.12,2024,5,0,-5.0,0.0,7.63224,-1.0
1X2,D,0.125,0.12,2025,3,0,-3.0,0.0,7.513333333333333,-1.0
1X2,D,0.125,0.14,2013,2,1,5.742,0.5,7.742,2.871
1X2,D,0.125,0.14,2014,2,0,-2.0,0.0,7.5852,-1.0
1X2,D,0.125,0.14,2015,5,1,2.9379999999999997,0.2,7.553839999999999,0.5875999999999999
1X2,D,0.125,0.14,2016,3,0,-3.0,0.0,7.366333333333333,-1.0
1X2,D,0.125,0.14,2017,4,1,4.33,0.25,7.80325,1.0825
1X2,D,0.125,0.14,2018,3,0,-3.0,0.0,7.545999999999999,-1.0
1X2,D,0.125,0.14,2020,3,0,-3.0,0.0,7.3924666666666665,-1.0
1X2,D,0.125,0.14,2021,3,0,-3.0,0.0,7.545999999999999,-1.0
1X2,D,0.125,0.14,2022,2,0,-2.0,0.0,7.301,-1.0
1X2,D,0.125,0.14,2023,1,0,-1.0,0.0,7.595,-1.0
1X2,D,0.125,0.14,2024,4,0,-4.0,0.0,7.421049999999999,-1.0
1X2,D,0.125,0.14,2025,1,0,-1.0,0.0,7.84,-1.0
1X2,D,0.125,0.16,2013,2,1,5.4479999999999995,0.5,7.35,2.7239999999999998
1X2,D,0.125,0.16,2014,3,0,-3.0,0.0,7.8008,-1.0
1X2,D,0.125,0.16,2017,1,0,-1.0,0.0,8.427999999999999,-1.0
1X2,D,0.125,0.16,2018,1,0,-1.0,0.0,8.575,-1.0
1X2,D,0.125,0.16,2020,2,1,5.84,0.5,8.085,2.92
1X2,D,0.125,0.16,2021,3,0,-3.0,0.0,7.7028,-1.0
1X2,D,0.125,0.16,2022,1,1,6.84,1.0,7.84,6.84
1X2,D,0.125,0.16,2023,1,0,-1.0,0.0,8.232,-1.0
1X2,D,0.125,0.16,2024,2,0,-2.0,0.0,7.5166,-1.0
1X2,D,0.125,0.16,2025,1,1,6.35,1.0,7.35,6.35
1X2,D,0.125,0.18,2012,1,0,-1.0,0.0,7.252,-1.0
1X2,D,0.125,0.18,2014,1,0,-1.0,0.0,7.742,-1.0
1X2,D,0.125,0.18,2015,1,0,-1.0,0.0,7.065799999999999,-1.0
1X2,D,0.125,0.18,2017,1,0,-1.0,0.0,7.056,-1.0
1X2,D,0.125,0.18,2018,2,0,-2.0,0.0,7.5656,-1.0
1X2,D,0.125,0.18,2021,1,0,-1.0,0.0,7.4578,-1.0
1X2,D,0.15,-0.12,2017,1,0,-1.0,0.0,6.37,-1.0
1X2,D,0.15,-0.12,2020,1,0,-1.0,0.0,5.684,-1.0
1X2,D,0.15,-0.1,2015,1,0,-1.0,0.0,6.2328,-1.0
1X2,D,0.15,-0.08,2014,2,0,-2.0,0.0,6.272,-1.0
1X2,D,0.15,-0.08,2017,1,0,-1.0,0.0,6.125,-1.0
1X2,D,0.15,-0.08,2018,1,0,-1.0,0.0,6.37,-1.0
1X2,D,0.15,-0.08,2019,2,0,-2.0,0.0,5.9535,-1.0
1X2,D,0.15,-0.08,2020,2,1,3.9779999999999998,0.5,6.0024999999999995,1.9889999999999999
1X2,D,0.15,-0.08,2021,1,0,-1.0,0.0,5.782,-1.0
1X2,D,0.15,-0.08,2022,1,1,4.733,1.0,5.733,4.733
1X2,D,0.15,-0.08,2023,1,0,-1.0,0.0,5.88,-1.0
1X2,D,0.15,-0.08,2024,4,0,-4.0,0.0,5.808949999999999,-1.0
1X2,D,0.15,-0.06,2012,5,0,-5.0,0.0,6.3249200000000005,-1.0
1X2,D,0.15,-0.06,2013,3,0,-3.0,0.0,6.477799999999999,-1.0
1X2,D,0.15,-0.06,2014,3,2,10.23,0.6666666666666666,6.533333333333334,3.41
1X2,D,0.15,-0.06,2015,1,1,5.1152,1.0,6.1152,5.1152
1X2,D,0.15,-0.06,2016,4,0,-4.0,0.0,6.25975,-1.0
1X2,D,0.15,-0.06,2017,4,0,-4.0,0.0,6.2622,-1.0
1X2,D,0.15,-0.06,2019,1,0,-1.0,0.0,5.88,-1.0
1X2,D,0.15,-0.06,2020,3,0,-3.0,0.0,6.226266666666667,-1.0
1X2,D,0.15,-0.06,2021,4,0,-4.0,0.0,6.3896,-1.0
1X2,D,0.15,-0.06,2022,3,0,-3.0,0.0,6.0760000000000005,-1.0
1X2,D,0.15,-0.06,2023,2,1,4.4778,0.5,6.6199,2.2389
1X2,D,0.15,-0.06,2024,3,0,-3.0,0.0,5.896333333333334,-1.0
1X2,D,0.15,-0.06,2025,3,0,-3.0,0.0,6.102133333333334,-1.0
1X2,D,0.15,-0.04,2012,5,0,-5.0,0.0,6.27396,-1.0
1X2,D,0.15,-0.04,2013,5,0,-5.0,0.0,6.387639999999999,-1.0
1X2,D,0.15,-0.04,2014,6,2,6.789000000000001,0.3333333333333333,6.4729,1.1315000000000002
1X2,D,0.15,-0.04,2015,7,0,-7.0,0.0,6.195,-1.0
1X2,D,0.15,-0.04,2016,7,0,-7.0,0.0,6.5968,-1.0
1X2,D,0.15,-0.04,2017,10,1,-4.1788,0.1,6.272,-0.41788
1X2,D,0.15,-0.04,2018,8,0,-8.0,0.0,6.1053999999999995,-1.0
1X2,D,0.15,-0.04,2019,3,1,2.88,0.3333333333333333,6.167466666666667,0.96
1X2,D,0.15,-0.04,2020,2,0,-2.0,0.0,6.4140999999999995,-1.0
1X2,D,0.15,-0.04,2021,6,0,-6.0,0.0,6.2573,-1.0
1X2,D,0.15,-0.04,2022,6,1,0.3700000000000001,0.16666666666666666,6.303033333333333,0.06166666666666668
1X2,D,0.15,-0.04,2023,10,1,-4.12,0.1,6.29944,-0.41200000000000003
1X2,D,0.15,-0.04,2024,8,1,-2.0122,0.125,6.1299,-0.251525
1X2,D,0.15,-0.04,2025,1,0,-1.0,0.0,5.635,-1.0
1X2,D,0.15,-0.02,2012,9,0,-9.0,0.0,6.519177777777777,-1.0
1X2,D,0.15,-0.02,2013,10,1,-4.022,0.1,6.2818,-0.4022
1X2,D,0.15,-0.02,2014,10,1,-3.3360000000000003,0.1,6.28278,-0.3336
1X2,D,0.15,-0.02,2015,13,2,-0.5344000000000007,0.15384615384615385,6.200384615384616,-0.04110769230769236
1X2,D,0.15,-0.02,2016,10,0,-10.0,0.0,6.3798,-1.0
1X2,D,0.15,-0.02,2017,17,1,-10.385,0.058823529411764705,6.4449411764705875,-0.6108823529411764
1X2,D,0.15,-0.02,2018,16,0,-16.0,0.0,6.2003375,-1.0
1X2,D,0.15,-0.02,2019,17,5,12.449,0.29411764705882354,6.305435294117647,0.7322941176470588
1X2,D,0.15,-0.02,2020,11,1,-4.8260000000000005,0.09090909090909091,6.2916,-0.4387272727272728
1X2,D,0.15,-0.02,2021,18,5,12.3408,0.2777777777777778,6.233344444444445,0.6856
1X2,D,0.15,-0.02,2022,9,3,9.335799999999999,0.3333333333333333,6.127177777777778,1.037311111111111
1X2,D,0.15,-0.02,2023,28,4,-3.1276,0.14285714285714285,6.19255,-0.11170000000000001
1X2,D,0.15,-0.02,2024,14,4,10.8136,0.2857142857142857,6.115899999999999,0.7724
1X2,D,0.15,-0.02,2025,10,2,2.74,0.2,6.1838,0.274
1X2,D,0.15,0.0,2012,10,0,-10.0,0.0,6.438599999999999,-1.0
1X2,D,0.15,0.0,2013,17,6,23.650399999999998,0.35294117647058826,6.5613882352941175,1.3911999999999998
1X2,D,0.15,0.0,2014,13,2,-0.2599999999999998,0.15384615384615385,6.584846153846153,-0.019999999999999983
1X2,D,0.15,0.0,2015,14,3,4.5024,0.21428571428571427,6.1943,0.3216
1X2,D,0.15,0.0,2016,19,3,0.02179999999999982,0.15789473684210525,6.3504000000000005,0.001147368421052622
1X2,D,0.15,0.0,2017,38,7,6.0706,0.18421052631578946,6.327963157894737,0.15975263157894737
1X2,D,0.15,0.0,2018,25,3,-5.537200000000001,0.12,6.208104,-0.22148800000000005
1X2,D,0.15,0.0,2019,17,3,1.7572,0.17647058823529413,6.2887176470588235,0.10336470588235294
1X2,D,0.15,0.0,2020,27,4,-2.9704000000000006,0.14814814814814814,6.233162962962963,-0.11001481481481484
1X2,D,0.15,0.0,2021,25,4,-0.882200000000001,0.16,6.165768000000001,-0.03528800000000004
1X2,D,0.15,0.0,2022,26,1,-19.434,0.038461538461538464,6.303284615384616,-0.7474615384615385
1X2,D,0.15,0.0,2023,31,3,-11.7332,0.0967741935483871,6.3873870967741935,-0.3784903225806452
1X2,D,0.15,0.0,2024,25,0,-25.0,0.0,6.09952,-1.0
1X2,D,0.15,0.0,2025,36,8,11.04,0.2222222222222222,6.072733333333334,0.30666666666666664
1X2,D,0.15,0.02,2012,24,2,-11.6128,0.08333333333333333,6.459833333333333,-0.48386666666666667
1X2,D,0.15,0.02,2013,26,2,-12.9072,0.07692307692307693,6.488353846153847,-0.49643076923076923
1X2,D,0.15,0.02,2014,24,3,-4.821400000000001,0.125,6.547625,-0.2008916666666667
1X2,D,0.15,0.02,2015,25,5,5.487799999999999,0.2,6.346088,0.21951199999999996
1X2,D,0.15,0.02,2016,31,3,-12.458400000000001,0.0967741935483871,6.399399999999999,-0.401883870967742
1X2,D,0.15,0.02,2017,33,5,-2.5220000000000002,0.15151515151515152,6.304963636363636,-0.07642424242424244
1X2,D,0.15,0.02,2018,35,3,-16.2624,0.08571428571428572,6.2985999999999995,-0.46464
1X2,D,0.15,0.02,2019,34,3,-15.919,0.08823529411764706,6.199941176470588,-0.4682058823529412
1X2,D,0.15,0.02,2020,22,2,-10.220400000000001,0.09090909090909091,6.295609090909091,-0.46456363636363646
1X2,D,0.15,0.02,2021,26,5,6.437999999999999,0.19230769230769232,6.322507692307692,0.24761538461538457
1X2,D,0.15,0.02,2022,41,9,13.3508,0.21951219512195122,6.247619512195122,0.3256292682926829
1X2,D,0.15,0.02,2023,46,6,-8.005400000000002,0.13043478260869565,6.183160869565216,-0.17403043478260874
1X2,D,0.15,0.02,2024,39,13,42.0166,0.3333333333333333,6.153897435897436,1.0773487179487178
1X2,D,0.15,0.02,2025,31,6,4.231,0.1935483870967742,5.952709677419355,0.13648387096774192
1X2,D,0.15,0.04,2012,21,2,-8.0738,0.09523809523809523,6.480133333333333,-0.3844666666666667
