Market,Side,MPBin,Sample,Wins,MarketMean,EmpiricalHit,AverageOdd,CalibratedMarketP,Gap,Reliability,Level,Code
1X2,D,0.05,65,2,0.06473083796401677,0.03076923076923077,14.844615384615384,0.054463375323732625,-0.033961607194786,0.1,GLOBAL,
1X2,D,0.075,201,14,0.08973489980888111,0.06965174129353234,10.659900497512437,0.078234287667613,-0.020083158515348767,0.2092008868584885,GLOBAL,
1X2,D,0.1,411,41,0.1130683448398646,0.09975669099756691,8.431021897810218,0.10331595673080159,-0.013311653842297683,0.4567594819876631,GLOBAL,
1X2,D,0.125,873,100,0.1382144990718051,0.1145475372279496,6.872325315005727,0.11801776623731258,-0.023666961843855513,0.8027753179678707,GLOBAL,
1X2,D,0.15,1254,179,0.16346988413616412,0.14274322169059012,5.806379585326954,0.14495760870400615,-0.020726662445574,0.82727781295355,GLOBAL,
1X2,D,0.175,2086,316,0.18854620053731738,0.15148609779482264,5.024386385426654,0.15397224064427442,-0.037060102742494744,0.6911658104792104,GLOBAL,
1X2,D,0.2,3447,712,0.21352350192017952,0.2065564258775747,4.431079199303743,0.2068469628268076,-0.006967076042604825,0.9419410329782931,GLOBAL,
1X2,D,0.225,5983,1343,0.23882542039759347,0.22446932976767509,3.95923784054822,0.22482044889281574,-0.014356090629918383,0.8803659114173468,GLOBAL,
1X2,D,0.25,11224,3041,0.26345282529598124,0.2709372772630078,3.5876354240912334,0.27083857251577254,0.007484451967026573,0.9376295669414452,GLOBAL,
1X2,D,0.275,12774,3756,0.28692349272761203,0.2940347581023955,3.291051354313449,0.2939522225246938,0.00711126537478346,0.9407394552101378,GLOBAL,
1X2,D,0.3,6783,2186,0.3104878495943961,0.32227627893262567,3.0327170868347335,0.32202122853586607,0.011788429338229545,0.9017630888480871,GLOBAL,
1X2,D,0.325,1292,456,0.33273444946088343,0.35294117647058826,2.8234752321981422,0.35083922844600035,0.020206727009704828,0.8316106082524597,GLOBAL,
1X2,D,0.35,86,35,0.3562047056555398,0.4069767441860465,2.631744186046512,0.37470638071326684,0.05077203853050671,0.1,GLOBAL,
1X2,D,0.375,5,2,0.38323655881042207,0.4,2.426,0.3837773149778278,0.016763441189577954,0.1,GLOBAL,
1X2,D,0.4,1,0,0.4043127577468987,0.0,2.28,0.4016351898148,-0.4043127577468987,0.1,GLOBAL,
1X2,D,0.425,3,2,0.4390869001608748,0.6666666666666666,2.13,0.44354924852373345,0.22757976650579181,0.1,GLOBAL,
1X2,D,0.45,1,1,0.4501003591081011,1.0,2.06,0.4537420785842064,0.5498996408918989,0.1,GLOBAL,
1X2,D,0.525,1,1,0.5496527571674481,1.0,1.71,0.5526351892391869,0.4503472428325519,0.1,GLOBAL,
1X2,D,0.55,1,0,0.5580357142857143,0.0,1.72,0.5543401135288553,-0.5580357142857143,0.1,GLOBAL,
1X2,H,0.0,6,0,0.021600094102037132,0.0,44.044999999999995,0.02076932125195878,-0.021600094102037132,0.1,GLOBAL,
1X2,H,0.025,33,1,0.04140269027880893,0.030303030303030304,23.605454545454545,0.039401112250389836,-0.01109965997577863,0.1,GLOBAL,
1X2,H,0.05,136,7,0.06420330277301604,0.051470588235294115,14.928235294117647,0.05814858537046296,-0.012732714537721929,0.15196198773822728,GLOBAL,
1X2,H,0.075,303,21,0.08891693162329432,0.06930693069306931,10.717986798679869,0.07580030848453455,-0.01961000093022501,0.31685593456397726,GLOBAL,
1X2,H,0.1,455,42,0.11267891037648875,0.09230769230769231,8.426043956043955,0.09735840753136085,-0.020371218068796437,0.4721989143614335,GLOBAL,
1X2,H,0.125,544,78,0.13761644042694265,0.14338235294117646,6.899705882352941,0.14213611824789826,0.005765912514233806,0.6473264957526751,GLOBAL,
1X2,H,0.15,666,98,0.1632484182236665,0.14714714714714713,5.805975975975977,0.15010693962444852,-0.016101271076519375,0.7207974319066468,GLOBAL,
1X2,H,0.175,953,186,0.1882837772452533,0.19517313746065057,5.0309338929695695,0.19423623443951768,0.006889360215397267,0.9425886648716895,GLOBAL,
1X2,H,0.2,1022,217,0.21287630342561456,0.21232876712328766,4.446017612524462,0.2123988442950872,-0.0005475363023269009,0.9954371974806091,GLOBAL,
1X2,H,0.225,1218,281,0.23826614849417968,0.23070607553366174,3.968382594417077,0.2315350309021396,-0.007560072960517944,0.9369993919956838,GLOBAL,
1X2,H,0.25,1657,395,0.2628855837164845,0.2383826191913096,3.5948461074230535,0.2404166228873673,-0.02450296452517492,0.7958086289568757,GLOBAL,
1X2,H,0.275,2011,545,0.2880158993032454,0.27100944803580307,3.2784932869219294,0.27218990508814755,-0.017006451267442324,0.858279572771314,GLOBAL,
1X2,H,0.3,2399,771,0.3126646540239722,0.3213839099624844,3.018099208003335,0.3208708113391902,0.008719255938512194,0.9273395338457318,GLOBAL,
1X2,H,0.325,2632,850,0.3376131663548848,0.3229483282674772,2.794745440729483,0.3237390276611189,-0.014664838087407595,0.8777930159382701,GLOBAL,
1X2,H,0.35,2776,969,0.3626479423038435,0.34906340057636887,2.6011059077809797,0.3497598056546741,-0.013584541727474642,0.886795485604378,GLOBAL,
1X2,H,0.375,3096,1172,0.3878312490056507,0.3785529715762274,2.432135012919897,0.3789817274648329,-0.009278277429423276,0.9226810214214727,GLOBAL,
1X2,H,0.4,3223,1393,0.41267168594693343,0.43220601923673596,2.2854142103630157,0.4313373118565194,0.01953433328980253,0.8372138892516456,GLOBAL,
1X2,H,0.425,3058,1312,0.43715186520866045,0.4290385873119686,2.1575343361674295,0.42941794880963186,-0.008113277896691862,0.9323893508609011,GLOBAL,
1X2,H,0.45,2973,1374,0.46228757299627493,0.46215943491422806,2.0414362596703666,0.46216558948108905,-0.00012813808204686916,0.9989321826496094,GLOBAL,
1X2,H,0.475,2539,1268,0.4872668597414929,0.49940921622686096,1.936541945647893,0.4987318813541182,0.012142356485368044,0.8988136959552663,GLOBAL,
1X2,H,0.5,2181,1141,0.5120721346844814,0.5231545162769372,1.842975699220541,0.5224413643083107,0.011082381592455781,0.9076468200628685,GLOBAL,
1X2,H,0.525,2020,1120,0.5374592723689733,0.5544554455445545,1.7563613861386138,0.5532805948642148,0.01699617317558122,0.8583652235368231,GLOBAL,
1X2,H,0.55,1874,1060,0.5623680967548719,0.5656350053361793,1.6781163287086447,0.5653928925460626,0.003266908581307404,0.9727757618224383,GLOBAL,
1X2,H,0.575,1626,1003,0.5868488570945208,0.6168511685116851,1.6090713407134072,0.614317189506857,0.03000231141716425,0.7499807381902979,GLOBAL,
1X2,H,0.6,1327,859,0.6121368448937247,0.6473247927656368,1.5429389600602863,0.643751202934366,0.03518794787191215,0.7067671010673987,GLOBAL,
1X2,H,0.625,1109,732,0.637218027721098,0.6600541027953111,1.4825428313796212,0.6573333631121244,0.022836075074213036,0.809699374381558,GLOBAL,
1X2,H,0.65,991,675,0.6623621687568552,0.6811301715438951,1.4260746720484359,0.6786628617997619,0.01876800278703994,0.8435999767746671,GLOBAL,
1X2,H,0.675,840,617,0.6871216707258134,0.7345238095238096,1.3753571428571427,0.7273416672816889,0.04740213879799615,0.6049821766833654,GLOBAL,
1X2,H,0.7,677,515,0.7126555776822896,0.7607090103397341,1.3279615952732646,0.7519931519375375,0.04805343265744455,0.5073731884469795,GLOBAL,
1X2,H,0.725,510,387,0.7370070242913064,0.7588235294117647,1.284901960784314,0.7538652327934787,0.021816505120458296,0.5215998165475653,GLOBAL,
1X2,H,0.75,442,356,0.7617598070427423,0.8054298642533937,1.243076923076923,0.7943648159736678,0.043670057210651425,0.3514357782592924,GLOBAL,
1X2,H,0.775,407,324,0.7874435246781227,0.7960687960687961,1.2032186732186732,0.7937460120318104,0.008625271390673372,0.4721824431666244,GLOBAL,
1X2,H,0.8,300,250,0.8109439172091892,0.8333333333333334,1.1684666666666665,0.8258701946252853,0.022389416124144135,0.3050330746120496,GLOBAL,
1X2,H,0.825,223,198,0.8369596744125655,0.8878923766816144,1.1335874439461884,0.8674100567342756,0.05093270226904889,0.16043757702085515,GLOBAL,
1X2,H,0.85,147,133,0.8615037525591884,0.9047619047619048,1.1031292517006805,0.8829143531443714,0.04325815220271634,0.1175109544395906,GLOBAL,
1X2,H,0.875,79,73,0.8865819089523341,0.9240506329113924,1.0731645569620254,0.8995078006237996,0.037468723959058314,0.1,GLOBAL,
1X2,H,0.9,33,32,0.9119828732851586,0.9696969696969697,1.0378787878787878,0.9223903332938459,0.05771409641181113,0.1,GLOBAL,
1X2,H,0.925,8,8,0.9302297279673983,1.0,1.02125,0.9337623999690491,0.06977027203260167,0.1,GLOBAL,
OU25,O25,0.2,1,0,0.224907063197026,0.0,4.17,0.22341761244737682,-0.224907063197026,0.1,GLOBAL,
OU25,O25,0.225,2,2,0.24633046962283775,1.0,3.84,0.2562471739699057,0.7536695303771622,0.1,GLOBAL,
OU25,O25,0.25,15,5,0.26475662014559814,0.3333333333333333,3.568,0.2709908667990286,0.06857671318773517,0.1,GLOBAL,
OU25,O25,0.275,77,22,0.29083890530886286,0.2857142857142857,3.23987012987013,0.2891005982217155,-0.005124619594577162,0.1,GLOBAL,
OU25,O25,0.3,277,80,0.3148399286213139,0.2888086642599278,2.990794223826715,0.2979531365180259,-0.026031264361386086,0.27113895595725057,GLOBAL,
OU25,O25,0.325,618,201,0.3391266542293885,0.32524271844660196,2.7762621359223303,0.32795442465417746,-0.013883935782786516,0.6831221633983118,GLOBAL,
OU25,O25,0.35,1160,409,0.3628690066928661,0.35258620689655173,2.5993189655172415,0.35376362672055717,-0.010282799796314357,0.9143100016973804,GLOBAL,
OU25,O25,0.375,1742,657,0.38786038918670623,0.37715269804822044,2.434305396096441,0.3780016164788615,-0.010707691138485798,0.9107692405126183,GLOBAL,
OU25,O25,0.4,2497,997,0.413230236401347,0.39927913496195433,2.2892631157388865,0.40006971494529736,-0.013951101439392655,0.8837408213383946,GLOBAL,
OU25,O25,0.425,2773,1175,0.43770445863467816,0.423728813559322,2.164821492967905,0.4244460036931925,-0.013975645075356147,0.8835362910386988,GLOBAL,
OU25,O25,0.45,2826,1299,0.46239934039816244,0.4596602972399151,2.0513800424628448,0.4597983538507138,-0.0027390431582473562,0.9771746403479387,GLOBAL,
OU25,O25,0.475,2803,1371,0.487165740299766,0.4891188012843382,1.9498109168747768,0.48901959398745853,0.001953060984572208,0.9837244917952316,GLOBAL,
OU25,O25,0.5,2750,1411,0.5117897502608636,0.513090909090909,1.8566836363636363,0.5130236077721136,0.0013011588300454457,0.9891570097496213,GLOBAL,
OU25,O25,0.525,2514,1347,0.5376056097079511,0.535799522673031,1.765294351630867,0.5359012167628351,-0.0018060870349201341,0.9849492747089988,GLOBAL,
OU25,O25,0.55,2393,1360,0.5619685487991746,0.5683242791475136,1.6883451734224824,0.5679493835312136,0.006355730348339028,0.9470355804305081,GLOBAL,
OU25,O25,0.575,2147,1298,0.5868553606390632,0.6045645086166744,1.6145132743362833,0.603408055766591,0.01770914797761125,0.8524237668532395,GLOBAL,
OU25,O25,0.6,1536,973,0.6120437353177117,0.6334635416666666,1.5456966145833333,0.6315578649452294,0.021419806348954906,0.8215016137587091,GLOBAL,
OU25,O25,0.625,1089,741,0.636409136343588,0.6804407713498623,1.4850964187327824,0.6751100649326378,0.04403163500627427,0.6330697082810477,GLOBAL,
OU25,O25,0.65,736,476,0.6610961457293497,0.6467391304347826,1.4292133152173914,0.649169776365014,-0.014357015294567121,0.8099295494083188,GLOBAL,
OU25,O25,0.675,513,369,0.687291883779848,0.7192982456140351,1.3756725146198832,0.7120569872805086,0.03200636183418715,0.4702160039485624,GLOBAL,
OU25,O25,0.7,342,244,0.7125270735282456,0.7134502923976608,1.3278362573099416,0.7131688232301562,0.0009232188694151544,0.4242110327777085,GLOBAL,
OU25,O25,0.725,202,155,0.7362485940839322,0.7673267326732673,1.2847029702970296,0.7540832077062212,0.03107813858933517,0.1871064167182739,GLOBAL,
OU25,O25,0.75,115,92,0.7602231799685757,0.8,1.2421739130434781,0.7774848188501372,0.039776820031424354,0.1,GLOBAL,
OU25,O25,0.775,77,57,0.7860045761726725,0.7402597402597403,1.2003896103896103,0.7704876054004443,-0.045744835912932214,0.1,GLOBAL,
OU25,O25,0.8,43,36,0.8092020845516752,0.8372093023255814,1.1655813953488372,0.8154420346256543,0.028007217773906246,0.1,GLOBAL,
OU25,O25,0.825,19,19,0.8336024092133153,1.0,1.1294736842105264,0.8523098306627058,0.1663975907866847,0.1,GLOBAL,
OU25,O25,0.85,3,3,0.8591007814129412,1.0,1.0966666666666667,0.8618635111891582,0.14089921858705878,0.1,GLOBAL,
OU25,U25,0.125,3,0,0.1408992185870587,0.0,6.693333333333334,0.13813648881084184,-0.1408992185870587,0.1,GLOBAL,
OU25,U25,0.15,19,0,0.1663975907866847,0.0,5.665263157894737,0.14769016933729412,-0.1663975907866847,0.1,GLOBAL,
OU25,U25,0.175,42,7,0.19057881819709444,0.16666666666666666,4.95547619047619,0.18534803504981334,-0.023912151530427778,0.1,GLOBAL,
OU25,U25,0.2,78,20,0.21381599531672074,0.2564102564102564,4.416538461538462,0.22838771621714085,0.042594261093535646,0.1,GLOBAL,
OU25,U25,0.225,111,23,0.23940841714967384,0.2072072072072072,3.9472972972972973,0.2257136497028777,-0.03220120994246664,0.10151735100402295,GLOBAL,
OU25,U25,0.25,206,47,0.26348438832546445,0.22815533980582525,3.5918932038834948,0.24304117485623503,-0.035329048519639195,0.18168975005160756,GLOBAL,
OU25,U25,0.275,354,102,0.2878975730320339,0.288135593220339,3.2879378531073447,0.28806475387858155,0.0002380201883050992,0.44162230055562496,GLOBAL,
OU25,U25,0.3,501,140,0.3130125022374012,0.27944111776447106,3.02187624750499,0.287176459808925,-0.03357138447293012,0.45104933728189583,GLOBAL,
OU25,U25,0.325,736,260,0.3389038542706503,0.3532608695652174,2.788817934782609,0.35083022363498595,0.014357015294567121,0.8099295494083188,GLOBAL,
OU25,U25,0.35,1079,342,0.3634851255994742,0.3169601482854495,2.601047265987025,0.3226385425874053,-0.04652497731402472,0.6122918557164607,GLOBAL,
OU25,U25,0.375,1564,575,0.388012034879792,0.36764705882352944,2.438586956521739,0.369429291267193,-0.020364976056262585,0.8302918661978118,GLOBAL,
OU25,U25,0.4,2129,843,0.41325577299574046,0.39596054485674026,2.2930436824800378,0.3970988880865999,-0.017295228139000196,0.855873098841665,GLOBAL,
OU25,U25,0.425,2393,1033,0.43803145120082543,0.4316757208524864,2.1662557459256164,0.4320506164687864,-0.006355730348339028,0.9470355804305081,GLOBAL,
OU25,U25,0.45,2514,1167,0.4623943902920489,0.46420047732696895,2.052557677008751,0.4640987832371649,0.0018060870349200786,0.9849492747089994,GLOBAL,
OU25,U25,0.475,2595,1269,0.4875060450029384,0.4890173410404624,1.9492755298651252,0.4889347565575376,0.0015112960375239792,0.9874058663539669,GLOBAL,
OU25,U25,0.5,2958,1502,0.5121617410208775,0.5077755240027045,1.8545943204868156,0.5079872140132341,-0.004386217018172989,0.9634481915152251,GLOBAL,
OU25,U25,0.525,2826,1527,0.5376006596018376,0.5403397027600849,1.764324133050248,0.5402016461492862,0.0027390431582473562,0.9771746403479387,GLOBAL,
OU25,U25,0.55,2773,1598,0.5622955413653218,0.576271186440678,1.6849981968986658,0.5755539963068075,0.013975645075356202,0.8835362910386984,GLOBAL,
OU25,U25,0.575,2527,1517,0.5869268301170703,0.6003165809259992,1.6116185199841708,0.5995663147245277,0.013389750808928902,0.8884187432589258,GLOBAL,
OU25,U25,0.6,1698,1061,0.6122480577366064,0.6248527679623086,1.5417491166077737,0.6238296583660665,0.012604710225702198,0.8949607481191484,GLOBAL,
OU25,U25,0.625,1174,758,0.6369863306952942,0.645655877342419,1.4803492333901194,0.6446736779488627,0.008669546647124826,0.9277537779406264,GLOBAL,
OU25,U25,0.65,618,417,0.6608733457706115,0.6747572815533981,1.4242071197411004,0.6720455753458227,0.013883935782786572,0.6831221633983113,GLOBAL,
OU25,U25,0.675,277,197,0.6851600713786861,0.7111913357400722,1.3738628158844766,0.7020468634819741,0.02603126436138614,0.2711389559572504,GLOBAL,
OU25,U25,0.7,77,55,0.7091610946911372,0.7142857142857143,1.3280519480519482,0.7108994017782845,0.005124619594577107,0.1,GLOBAL,
OU25,U25,0.725,15,10,0.7352433798544017,0.6666666666666666,1.284,0.7290091332009712,-0.06857671318773506,0.1,GLOBAL,
OU25,U25,0.75,2,0,0.7536695303771623,0.0,1.255,0.7437528260300944,-0.7536695303771623,0.1,GLOBAL,
OU25,U25,0.775,1,1,0.775092936802974,1.0,1.21,0.7765823875526232,0.22490706319702602,0.1,GLOBAL,
1X2,A,0.15,123,24,0.16381770960245481,0.1951219512195122,5.723577235772358,0.17792181846288727,0.03130424161705739,0.11364144042814521,LEAGUE,ARG
1X2,A,0.175,163,30,0.18776435659605495,0.18404907975460122,4.998957055214724,0.18582956386392407,-0.0037152768414537296,0.197441769529615,LEAGUE,ARG
1X2,A,0.2,191,38,0.2126946867496492,0.19895287958115182,4.409633507853403,0.20499766279310083,-0.013741807168497377,0.2114095294876771,LEAGUE,ARG
1X2,A,0.225,232,42,0.23752139043723872,0.1810344827586207,3.946810344827586,0.2032152056690728,-0.056486907678618026,0.15348997311000642,LEAGUE,ARG
1X2,A,0.25,259,50,0.26253955865120615,0.19305019305019305,3.571042471042471,0.21853529045887757,-0.0694893656010131,0.1362734823889334,LEAGUE,ARG
1X2,A,0.275,277,68,0.28752141233906364,0.24548736462093862,3.2587725631768953,0.26025342353831277,-0.04203404771812502,0.2249642581466601,LEAGUE,ARG
1X2,A,0.3,201,64,0.312387498631505,0.31840796019900497,2.9971144278606965,0.315835113375287,0.006020461567499968,0.2386446585930469,LEAGUE,ARG
1X2,A,0.325,171,55,0.33644484057385865,0.3216374269005848,2.7842690058479533,0.32855677908435765,-0.014807413673273873,0.1873742943944809,LEAGUE,ARG
1X2,A,0.35,140,48,0.36212096985357045,0.34285714285714286,2.5854285714285714,0.3528211913035709,-0.01926382699642759,0.14690691896354308,LEAGUE,ARG
1X2,A,0.375,127,42,0.3871503960351077,0.33070866141732286,2.4170866141732286,0.3612727776363399,-0.056441734617784844,0.1,LEAGUE,ARG
1X2,A,0.4,90,35,0.4112752536105704,0.3888888888888889,2.275777777777778,0.4028803668399398,-0.022386364721681484,0.1,LEAGUE,ARG
1X2,D,0.225,119,34,0.23903468031053365,0.2857142857142857,3.9158823529411766,0.2596847659724165,0.046679605403752045,0.1,LEAGUE,ARG
1X2,D,0.25,276,76,0.26403970572583624,0.2753623188405797,3.552536231884058,0.2713754832367968,0.011322613114743474,0.3124474872951125,LEAGUE,ARG
1X2,D,0.275,677,208,0.2888841294048399,0.3072378138847858,3.24178729689808,0.3039088505571052,0.018353684479945953,0.7168182875737144,LEAGUE,ARG
1X2,D,0.3,920,295,0.3122855705039656,0.32065217391304346,3.0008152173913043,0.3194792855846681,0.008366603409077855,0.9302783049243513,LEAGUE,ARG
1X2,D,0.325,247,87,0.33332303605870006,0.3522267206477733,2.813603238866397,0.3450842705511461,0.01890368458907321,0.26011239485936377,LEAGUE,ARG
1X2,H,0.25,98,30,0.2641649554155635,0.30612244897959184,3.5408163265306123,0.2807449327110263,0.041957493564028336,0.1,LEAGUE,ARG
1X2,H,0.275,122,36,0.28901588623013563,0.29508196721311475,3.2388524590163934,0.2917367019651483,0.006066080982979116,0.1447910220841307,LEAGUE,ARG
1X2,H,0.3,158,56,0.31315341427130444,0.35443037974683544,2.991772151898734,0.3343279614957651,0.041276965475531,0.1295649943215219,LEAGUE,ARG
1X2,H,0.325,172,55,0.33777425802933864,0.31976744186046513,2.772906976744186,0.32815571026211426,-0.018006816168873507,0.18273778769743498,LEAGUE,ARG
1X2,H,0.35,178,62,0.3623543662032035,0.34831460674157305,2.5842696629213484,0.35473522844658695,-0.014039759461630441,0.1964679459982269,LEAGUE,ARG
1X2,H,0.375,211,93,0.38775065794798647,0.44075829383886256,2.4151658767772513,0.4187329603661994,0.05300763589087609,0.14724363361484524,LEAGUE,ARG
1X2,H,0.4,224,93,0.412629351410048,0.41517857142857145,2.2708035714285715,0.4141561569826396,0.0025492200185234792,0.2740518199567786,LEAGUE,ARG
1X2,H,0.425,198,91,0.4355474130310673,0.4595959595959596,2.1502020202020202,0.44923020676626463,0.024048546564892304,0.1978998727099096,LEAGUE,ARG
1X2,H,0.45,163,74,0.4627786733480948,0.4539877300613497,2.0247852760736196,0.4582006421795981,-0.008790943286745123,0.18882371087771402,LEAGUE,ARG
1X2,H,0.475,155,84,0.48806715490185276,0.5419354838709678,1.9201290322580646,0.515442863066485,0.05386832896911503,0.1067750938519497,LEAGUE,ARG
1X2,H,0.5,107,55,0.5109249750961793,0.514018691588785,1.8342990654205609,0.5122130204841514,0.0030937164926057026,0.13030179515928325,LEAGUE,ARG
1X2,H,0.525,111,62,0.5369166611971469,0.5585585585585585,1.744864864864865,0.5461206865117703,0.021641897361411644,0.11372655617586779,LEAGUE,ARG
1X2,H,0.55,85,44,0.5623900225105524,0.5176470588235295,1.6654117647058824,0.5462063973471611,-0.04474296368702291,0.1,LEAGUE,ARG
1X2,A,0.125,86,11,0.13867779885028772,0.12790697674418605,6.808488372093023,0.13475283825230153,-0.010770822106101668,0.1,LEAGUE,B1
1X2,A,0.15,99,18,0.16323698502545972,0.18181818181818182,5.777171717171718,0.1706246897743733,0.018581196792722104,0.10458814080750534,LEAGUE,B1
1X2,A,0.175,99,21,0.1880514725500548,0.21212121212121213,5.014343434343434,0.19762136900605712,0.024069739571157323,0.1,LEAGUE,B1
1X2,A,0.2,86,10,0.2130793165835742,0.11627906976744186,4.425581395348837,0.17780465037091583,-0.09680024681613235,0.1,LEAGUE,B1
1X2,A,0.225,94,23,0.2387540033149803,0.24468085106382978,3.9479787234042556,0.24103729711986496,0.0059268477488494675,0.11169662824591822,LEAGUE,B1
1X2,A,0.25,106,23,0.26228413340112955,0.2169811320754717,3.593396226415094,0.24352585941472435,-0.04530300132565784,0.1,LEAGUE,B1
1X2,A,0.275,108,32,0.2875020364226409,0.2962962962962963,3.2786111111111107,0.29118335450928734,0.008794259873655397,0.12510645764213768,LEAGUE,B1
1X2,A,0.3,107,30,0.31340452427051296,0.2803738317757009,3.007196261682243,0.2996524460722838,-0.03303069249481205,0.1,LEAGUE,B1
1X2,A,0.375,95,37,0.38714622930481024,0.3894736842105263,2.4334736842105262,0.3880487118192716,0.0023274549057160643,0.11644678941621847,LEAGUE,B1
1X2,A,0.4,83,41,0.41294109109719884,0.4939759036144578,2.281325301204819,0.44180756937587906,0.08103481251725897,0.1,LEAGUE,B1
1X2,D,0.175,117,19,0.18956870689457317,0.1623931623931624,4.974786324786324,0.1776603222254156,-0.02717554450141077,0.11312980513890561,LEAGUE,B1
1X2,D,0.2,186,37,0.21447659353337217,0.1989247311827957,4.395376344086022,0.20586752687501736,-0.015551862350576484,0.20236826669575808,LEAGUE,B1
1X2,D,0.225,361,77,0.23845909286791536,0.21329639889196675,3.9526592797783935,0.22068270827825304,-0.025162693975948613,0.3566277861946099,LEAGUE,B1
1X2,D,0.25,629,173,0.2635564285765676,0.27503974562798095,3.5753736089030204,0.2728285805988256,0.011483317051413366,0.7110103497360519,LEAGUE,B1
1X2,D,0.275,252,70,0.28292962998913007,0.2777777777777778,3.330198412698413,0.2797001106924615,-0.005151852211352281,0.30147638794520026,LEAGUE,B1
1X2,H,0.25,84,28,0.2629947029068825,0.3333333333333333,3.5830952380952383,0.288244467675352,0.07033863042645083,0.1,LEAGUE,B1
1X2,H,0.275,82,24,0.286873440980193,0.2926829268292683,3.284756097560976,0.28892679373719377,0.005809485849075258,0.1,LEAGUE,B1
1X2,H,0.325,98,32,0.336827565705273,0.32653061224489793,2.7980612244897958,0.3327586082894796,-0.010296953460375069,0.11198852667586712,LEAGUE,B1
1X2,H,0.375,82,24,0.38732121689863236,0.2926829268292683,2.4315853658536586,0.3538714764430813,-0.09463829006936408,0.1,LEAGUE,B1
1X2,H,0.4,86,35,0.41219665350250384,0.4069767441860465,2.28546511627907,0.41029448315837114,-0.005219909316457327,0.10282383123734032,LEAGUE,B1
1X2,H,0.425,87,35,0.43606163598883224,0.40229885057471265,2.1610344827586205,0.4236677021026365,-0.03376278541411959,0.1,LEAGUE,B1
1X2,H,0.45,87,39,0.4623937450769483,0.4482758620689655,2.0375862068965516,0.4572112310613597,-0.014117883007982779,0.1,LEAGUE,B1
1X2,H,0.475,81,42,0.48720512141467887,0.5185185185185185,1.9335802469135803,0.4981851437757655,0.031313397103839624,0.1,LEAGUE,B1
OU25,O25,0.475,140,69,0.48810676323203545,0.4928571428571429,1.9407857142857141,0.49040004994760455,0.004750379625107437,0.1680723630467183,LEAGUE,B1
OU25,O25,0.5,188,97,0.5126541812915361,0.5159574468085106,1.8472340425531917,0.5144915005731668,0.003303265516974574,0.2285311050292581,LEAGUE,B1
OU25,O25,0.525,286,152,0.5378332218960328,0.5314685314685315,1.7588111888111888,0.5336582185422131,-0.006364690427501318,0.33853852643473564,LEAGUE,B1
OU25,O25,0.55,264,142,0.5621307202051442,0.5378787878787878,1.6808712121212122,0.5466657198810909,-0.024251932326356362,0.26330718610252,LEAGUE,B1
OU25,O25,0.575,253,159,0.5865554781718018,0.6284584980237155,1.6089328063241106,0.6128618405105962,0.04190301985191369,0.20581808309860242,LEAGUE,B1
OU25,O25,0.6,193,125,0.6120602291072613,0.6476683937823834,1.539637305699482,0.6320963101052163,0.03560816467512207,0.16966275226772334,LEAGUE,B1
OU25,O25,0.625,123,87,0.6372611773239935,0.7073170731707317,1.476829268292683,0.6688248227054909,0.07005589584673821,0.1,LEAGUE,B1
OU25,U25,0.35,120,34,0.36243229324290666,0.2833333333333333,2.5976666666666666,0.32727719994976295,-0.07909895990957333,0.1,LEAGUE,B1
OU25,U25,0.375,196,70,0.38774171317499256,0.35714285714285715,2.4306632653061224,0.3704082571567887,-0.030598856032135413,0.18252733560105686,LEAGUE,B1
OU25,U25,0.4,253,94,0.41344452182819813,0.3715415019762846,2.282924901185771,0.3871381594894038,-0.041903019851913526,0.20581808309860286,LEAGUE,B1
OU25,U25,0.425,264,122,0.4378692797948558,0.4621212121212121,2.158068181818182,0.4533342801189091,0.024251932326356307,0.2633071861025202,LEAGUE,B1
OU25,U25,0.45,286,134,0.4621667781039672,0.46853146853146854,2.0468881118881117,0.46634178145778693,0.006364690427501318,0.33853852643473564,LEAGUE,B1
OU25,U25,0.475,183,89,0.4870000760502253,0.48633879781420764,1.9445901639344263,0.4866366708934949,-0.0006612782360176372,0.2274894383625914,LEAGUE,B1
OU25,U25,0.5,145,73,0.511483125155276,0.503448275862069,1.852,0.5075337924518353,-0.00803484929320708,0.16911402971338513,LEAGUE,B1
1X2,A,0.1,132,16,0.11306739999441856,0.12121212121212122,8.35719696969697,0.1168798226920666,0.008144721217702655,0.15380100832565885,LEAGUE,BRA
1X2,A,0.125,149,21,0.13704812016696183,0.14093959731543623,6.884026845637584,0.13898735125432868,0.0038914771484744037,0.18021010317580535,LEAGUE,BRA
1X2,A,0.15,193,21,0.1628501815928961,0.10880829015544041,5.791761658031088,0.1324417703759021,-0.05404189143745569,0.13260328075594846,LEAGUE,BRA
1X2,A,0.175,176,35,0.18712849099154533,0.19886363636363635,5.040397727272727,0.1934640295973368,0.011735145372091027,0.1984855668178331,LEAGUE,BRA
1X2,A,0.2,189,35,0.21336348512665884,0.18518518518518517,4.418306878306878,0.19765345949557175,-0.028178299941473667,0.1807739719902237,LEAGUE,BRA
1X2,A,0.225,187,36,0.23790335155282943,0.1925133689839572,3.9592513368983955,0.2127166253202505,-0.04538998256887222,0.1453340964543843,LEAGUE,BRA
1X2,A,0.25,178,45,0.26299473423334424,0.25280898876404495,3.582134831460674,0.25746710407012696,-0.01018574546929929,0.20361393027567423,LEAGUE,BRA
