Market,Side,Bin,Sample,Wins,RawMean,EmpiricalHit,CalibratedProbability,CalibrationGap,Reliability,Level,Code
BTTS,BTTS_Y,0.4,187,94,0.42887369860205987,0.5026737967914439,0.4805614078208419,0.07380009818938399,0.18999175518113592,LEAGUE,T1
BTTS,BTTS_Y,0.45,350,205,0.47647891859964714,0.5857142857142857,0.5653914267162135,0.1092353671146386,0.19023495346501978,LEAGUE,T1
BTTS,BTTS_Y,0.5,425,245,0.5248432121671547,0.5764705882352941,0.568291994006678,0.051627376068139386,0.5574448689472101,LEAGUE,T1
BTTS,BTTS_Y,0.55,473,254,0.573522040407234,0.5369978858350951,0.542281669498334,0.03652415457213887,0.7156543318317108,LEAGUE,T1
BTTS,BTTS_Y,0.6,339,204,0.6230942896693734,0.6017699115044248,0.6058413918223147,0.021324378164948588,0.5816138106944324,LEAGUE,T1
BTTS,BTTS_Y,0.65,130,72,0.6713482952709187,0.5538461538461539,0.5986088743889214,0.11750214142476478,0.1,LEAGUE,T1
OU25,O25,0.3,77,32,0.3273643876354958,0.4155844155844156,0.3706315351008896,0.08822002794891981,0.1,LEAGUE,T1
OU25,O25,0.35,167,82,0.37753906404222404,0.49101796407185627,0.45426366446711713,0.11347890002963223,0.1,LEAGUE,T1
OU25,O25,0.4,234,123,0.4272526318280488,0.5256410256410257,0.5005739189370825,0.09838839381297687,0.16102821130351216,LEAGUE,T1
OU25,O25,0.45,314,167,0.47326171824808844,0.5318471337579618,0.5199516179183936,0.05858541550987334,0.3827223937319969,LEAGUE,T1
OU25,O25,0.5,377,192,0.5260636532804461,0.5092838196286472,0.5122212084517193,0.016779833651798914,0.6696533695102908,LEAGUE,T1
OU25,O25,0.55,327,178,0.5752271972779678,0.5443425076452599,0.5504132083101656,0.03088468963270785,0.5193427532013938,LEAGUE,T1
OU25,O25,0.6,285,159,0.6232639216392181,0.5578947368421052,0.5722222294003766,0.06536918479711284,0.3215970977709711,LEAGUE,T1
OU25,O25,0.65,140,85,0.6704269241933316,0.6071428571428571,0.6301552451612116,0.06328406705047451,0.1618697415057809,LEAGUE,T1
OU25,O25,0.7,73,45,0.721459452025223,0.6164383561643836,0.6713513474641689,0.10502109586083941,0.1,LEAGUE,T1
OU25,U25,0.25,73,28,0.278540547974777,0.3835616438356164,0.32864865253583114,0.10502109586083941,0.1,LEAGUE,T1
OU25,U25,0.3,140,55,0.32957307580666845,0.39285714285714285,0.3698447548387885,0.0632840670504744,0.16186974150578112,LEAGUE,T1
OU25,U25,0.35,285,126,0.376736078360782,0.4421052631578947,0.42777777059962346,0.06536918479711273,0.32159709777097156,LEAGUE,T1
OU25,U25,0.4,327,149,0.4247728027220322,0.45565749235474007,0.44958679168983434,0.03088468963270785,0.5193427532013938,LEAGUE,T1
OU25,U25,0.45,377,185,0.4739363467195538,0.4907161803713528,0.48777879154828074,0.01677983365179897,0.6696533695102905,LEAGUE,T1
OU25,U25,0.5,314,147,0.5267382817519116,0.4681528662420382,0.48004838208160644,0.058585415509873395,0.3827223937319967,LEAGUE,T1
OU25,U25,0.55,234,111,0.5727473681719512,0.47435897435897434,0.4994260810629175,0.09838839381297682,0.16102821130351233,LEAGUE,T1
OU25,U25,0.6,167,85,0.6224609359577761,0.5089820359281437,0.545736335532883,0.11347890002963235,0.1,LEAGUE,T1
OU25,U25,0.65,77,45,0.6726356123645042,0.5844155844155844,0.6293684648991104,0.08822002794891981,0.1,LEAGUE,T1
1X2,A,0.1,102,12,0.13119468414224725,0.11764705882352941,0.12360205896362517,0.013547625318717837,0.1855752295665437,LEAGUE,USA
1X2,A,0.15,220,48,0.17802279965392892,0.21818181818181817,0.20747274657438106,0.04015901852788925,0.3222002123181915,LEAGUE,USA
1X2,A,0.2,395,68,0.22462109671096767,0.17215189873417722,0.180988816288163,0.05246919797679045,0.5136622239889036,LEAGUE,USA
1X2,A,0.25,459,125,0.27526814956747475,0.27233115468409586,0.2727670722920185,0.002936994883378896,0.9000255913137212,LEAGUE,USA
1X2,A,0.3,437,94,0.324633944587008,0.2151029748283753,0.23205167421075562,0.10953096975863272,0.2357995495397,LEAGUE,USA
1X2,A,0.35,347,84,0.3745907975120204,0.2420749279538905,0.26690225714510923,0.1325158695581299,0.13879999999999995,LEAGUE,USA
1X2,A,0.4,275,82,0.4227376824360378,0.29818181818181816,0.32625074533769866,0.12455586425421966,0.10999999999999999,LEAGUE,USA
1X2,A,0.45,160,57,0.4730370120808896,0.35625,0.3951790040269632,0.1167870120808896,0.1,LEAGUE,USA
1X2,A,0.5,81,32,0.5211944792731635,0.3950617283950617,0.4577363872164788,0.12613275087810183,0.1,LEAGUE,USA
