Market,Entradas,Vitorias,Acerto,Lucro,ROI,OddMedia
1X2,679,339,0.4992636229749632,60.30219999999999,0.0888103092783505,2.2721711340206188
OU25,214,122,0.5700934579439252,43.446,0.20301869158878505,2.141345794392523
