Level,Code,Market,Side,ProbBin,Sample,Wins,MeanPred,HitRate,Brier,CalibrationGap
LIGA,ARG,1X2,H,0.25,183,50,0.27448353089615246,0.273224043715847,0.1987776572182931,0.0012594871803054408
LIGA,ARG,1X2,H,0.3,285,100,0.32826738571843717,0.3508771929824561,0.228521058414098,0.022609807264018955
LIGA,ARG,1X2,H,0.35,331,132,0.3744499243666078,0.3987915407854985,0.23947962363559447,0.02434161641889071
LIGA,ARG,1X2,H,0.4,336,139,0.4296201844429194,0.41369047619047616,0.2427060360613734,0.01592970825244322
LIGA,ARG,1X2,H,0.45,347,171,0.47424566715089,0.49279538904899134,0.24965697795321204,0.018549721898101335
LIGA,ARG,1X2,H,0.5,285,140,0.5230733526879129,0.49122807017543857,0.251244095069862,0.031845282512474316
LIGA,ARG,1X2,H,0.55,146,82,0.5691468075608646,0.5616438356164384,0.2486235021372084,0.007502971944426173
LIGA,ARG,1X2,H,0.6,86,41,0.6232819793142095,0.47674418604651164,0.26973496079686,0.14653779326769784
LIGA,ARG,1X2,H,0.65,19,12,0.6689444297958769,0.631578947368421,0.2324394921146723,0.037365482427455854
LIGA,ARG,1X2,H,0.7,25,19,0.7242916462146117,0.76,0.18537015265952372,0.03570835378538828
LIGA,ARG,1X2,H,0.75,13,11,0.7631647297557868,0.8461538461538461,0.1373214861130439,0.08298911639805939
LIGA,ARG,1X2,H,0.8,2,1,0.822944132750959,0.5,0.3648496203585253,0.322944132750959
LIGA,B1,1X2,A,0.0,5,1,0.0472321406089148,0.2,0.1828733429665624,0.15276785939108523
LIGA,B1,1X2,A,0.05,89,6,0.0775018100165955,0.06741573033707865,0.06272694735663195,0.010086079679516843
LIGA,B1,1X2,A,0.1,87,11,0.1292959331199711,0.12643678160919541,0.11024942398266478,0.002859151510775676
LIGA,B1,1X2,A,0.15,145,26,0.17766974014888845,0.1793103448275862,0.14645389347101628,0.0016406046786977546
LIGA,B1,1X2,A,0.2,157,30,0.22365816133813352,0.1910828025477707,0.15496879369485136,0.0325753587903628
LIGA,B1,1X2,A,0.25,148,43,0.27902150966264233,0.2905405405405405,0.20631980820450777,0.011519030877898184
LIGA,B1,1X2,A,0.3,147,47,0.3235240178379778,0.3197278911564626,0.21737561626947918,0.0037961266815151884
LIGA,B1,1X2,A,0.35,101,41,0.37396049942832565,0.40594059405940597,0.24248855968890537,0.031980094631080314
LIGA,B1,1X2,A,0.4,76,29,0.4250062604895419,0.3815789473684211,0.23727087814884526,0.0434273131211208
LIGA,B1,1X2,A,0.45,88,46,0.473197308135342,0.5227272727272727,0.2507441119873401,0.04952996459193071
LIGA,B1,1X2,A,0.5,75,36,0.5203066740159636,0.48,0.2468272566539501,0.04030667401596366
LIGA,B1,1X2,A,0.55,41,21,0.576145930302486,0.5121951219512195,0.2532587190263653,0.06395080835126643
LIGA,B1,1X2,A,0.6,27,19,0.6241712704882962,0.7037037037037037,0.218653534636118,0.07953243321540748
LIGA,B1,1X2,A,0.65,20,11,0.6726259624244476,0.55,0.2618241141314004,0.12262596242444757
LIGA,B1,1X2,A,0.7,11,9,0.7259928806641149,0.8181818181818182,0.15956822385046598,0.0921889375177033
LIGA,B1,1X2,A,0.75,7,5,0.7761724396157617,0.7142857142857143,0.21022620408248865,0.061886725330047354
LIGA,B1,1X2,D,0.05,8,2,0.08082717374769549,0.25,0.21552276832673697,0.1691728262523045
LIGA,B1,1X2,D,0.1,39,5,0.13162463117266968,0.1282051282051282,0.11097450580935031,0.0034195029675414823
LIGA,B1,1X2,D,0.15,166,24,0.1787199120400439,0.14457831325301204,0.12467419463838018,0.03414159878703185
LIGA,B1,1X2,D,0.2,383,94,0.22861799534719188,0.2454308093994778,0.18459479848518934,0.016812814052285935
LIGA,B1,1X2,D,0.25,487,142,0.27781488568264573,0.2915811088295688,0.20610147722084768,0.013766223146923051
LIGA,B1,1X2,D,0.3,143,47,0.3103620670894607,0.32867132867132864,0.22118274095253695,0.018309261581867964
LIGA,B1,1X2,H,0.05,9,1,0.07992066908604824,0.1111111111111111,0.10382287252339269,0.031190442025062867
LIGA,B1,1X2,H,0.1,24,2,0.12754203290331148,0.08333333333333333,0.08015024787296395,0.04420869956997815
LIGA,B1,1X2,H,0.15,62,13,0.17691627385273906,0.20967741935483872,0.16557797794723408,0.03276114550209966
LIGA,B1,1X2,H,0.2,82,17,0.22527415173312415,0.2073170731707317,0.16398947373394654,0.017957078562392453
LIGA,B1,1X2,H,0.25,112,27,0.27497778890638164,0.24107142857142858,0.1845753751206494,0.03390636033495306
LIGA,B1,1X2,H,0.3,143,48,0.3248863869407222,0.3356643356643357,0.2222506489757013,0.010777948723613484
LIGA,B1,1X2,H,0.35,110,31,0.3740137792505431,0.2818181818181818,0.2097949680894428,0.09219559743236128
LIGA,B1,1X2,H,0.4,143,56,0.4269713335248108,0.3916083916083916,0.23902621768822874,0.0353629419164192
LIGA,B1,1X2,H,0.45,117,55,0.4723731100027848,0.4700854700854701,0.24900804069100338,0.002287639917314732
LIGA,B1,1X2,H,0.5,111,65,0.526013181527574,0.5855855855855856,0.24288175144002638,0.05957240405801156
LIGA,B1,1X2,H,0.55,75,44,0.5748345367071028,0.5866666666666667,0.2408846509417549,0.011832129959563842
LIGA,B1,1X2,H,0.6,47,31,0.6290533042204854,0.6595744680851063,0.22497254330328068,0.030521163864620893
LIGA,B1,1X2,H,0.65,62,43,0.6753387786507619,0.6935483870967742,0.2133360029573087,0.018209608446012382
LIGA,B1,1X2,H,0.7,64,44,0.7229454781710776,0.6875,0.21499553063262225,0.03544547817107757
LIGA,B1,1X2,H,0.75,50,42,0.780880565437784,0.84,0.13857895029880202,0.05911943456221602
LIGA,B1,1X2,H,0.8,12,10,0.8168167256174863,0.8333333333333334,0.14558774161847018,0.016516607715847065
LIGA,B1,1X2,H,0.85,3,2,0.8618689902981012,0.6666666666666666,0.272686408234217,0.19520232363143453
LIGA,B1,OU25,O25,0.3,1,0,0.3232417671259295,0.0,0.10448524001469364,0.3232417671259295
LIGA,B1,OU25,O25,0.35,8,3,0.3791132103252459,0.375,0.2342810981858583,0.0041132103252459196
LIGA,B1,OU25,O25,0.4,71,24,0.4296209263066514,0.3380281690140845,0.2305764194420568,0.09159275729256688
LIGA,B1,OU25,O25,0.45,202,91,0.47947443491421576,0.4504950495049505,0.24856343418248986,0.028979385409265257
LIGA,B1,OU25,O25,0.5,329,164,0.5257594440753576,0.49848024316109424,0.25058288757437436,0.027279200914263335
LIGA,B1,OU25,O25,0.55,256,147,0.572917385770792,0.57421875,0.24620095319107965,0.001301364229208013
LIGA,B1,OU25,O25,0.6,179,103,0.6250363986955504,0.5754189944134078,0.24592233933575283,0.04961740428214256
LIGA,B1,OU25,O25,0.65,134,89,0.6731417967333506,0.664179104477612,0.22219503345561742,0.008962692255738647
LIGA,B1,OU25,O25,0.7,38,29,0.7156639607883526,0.7631578947368421,0.1844214925293113,0.04749393394848955
LIGA,B1,OU25,O25,0.75,7,5,0.7606984624869584,0.7142857142857143,0.20428162041283895,0.04641274820124408
LIGA,B1,OU25,O25,0.8,1,0,0.8003825408812802,0.0,0.6406122117475742,0.8003825408812802
LIGA,B1,OU25,U25,0.2,6,1,0.2413758286398088,0.16666666666666666,0.15553549971531552,0.07470916197314215
LIGA,B1,OU25,U25,0.25,59,17,0.28540375873179674,0.288135593220339,0.20474785685254213,0.0027318344885422507
LIGA,B1,OU25,U25,0.3,110,38,0.3234476243588701,0.34545454545454546,0.2255723458655148,0.02200692109567537
LIGA,B1,OU25,U25,0.35,143,52,0.37468224914117454,0.36363636363636365,0.2309658526314275,0.011045885504810893
LIGA,B1,OU25,U25,0.4,272,132,0.4267073475232893,0.4852941176470588,0.2536125018489309,0.058586770123769505
LIGA,B1,OU25,U25,0.45,351,170,0.4720500033377239,0.4843304843304843,0.24893518073855112,0.012280480992760412
LIGA,B1,OU25,U25,0.5,200,106,0.5211220607828341,0.53,0.24896573422745355,0.008877939217165953
LIGA,B1,OU25,U25,0.55,67,43,0.5718122432013186,0.6417910447761194,0.2311260010103432,0.06997880157480074
LIGA,B1,OU25,U25,0.6,17,11,0.6154318891009163,0.6470588235294118,0.22697116340651433,0.03162693442849551
LIGA,B1,OU25,U25,0.65,1,1,0.6504736681035498,1.0,0.12216865668898746,0.3495263318964502
LIGA,BRA,1X2,A,0.0,3,0,0.046071001566685865,0.0,0.002123361403302186,0.046071001566685865
LIGA,BRA,1X2,A,0.05,80,6,0.08218153645567541,0.075,0.07034105475172356,0.007181536455675416
LIGA,BRA,1X2,A,0.1,208,32,0.12929876008732136,0.15384615384615385,0.12998115656931328,0.024547393758832498
LIGA,BRA,1X2,A,0.15,354,60,0.1761596560938365,0.1694915254237288,0.14082095819471174,0.006668130670107686
LIGA,BRA,1X2,A,0.2,282,76,0.2243759969243641,0.2695035460992908,0.19945816064317118,0.04512754917492667
LIGA,BRA,1X2,A,0.25,139,33,0.26991409837498453,0.23741007194244604,0.18101611890510685,0.032504026432538496
LIGA,BRA,1X2,A,0.3,120,46,0.32937813461680865,0.38333333333333336,0.23894963474504624,0.05395519871652471
LIGA,BRA,1X2,A,0.35,112,36,0.36779398191028206,0.32142857142857145,0.220245741413103,0.04636541048171061
LIGA,BRA,1X2,A,0.4,95,45,0.42564907934881546,0.47368421052631576,0.2491226283370142,0.0480351311775003
LIGA,BRA,1X2,A,0.45,57,24,0.4735077116816252,0.42105263157894735,0.2452469272325345,0.052455080102677853
LIGA,BRA,1X2,A,0.5,34,20,0.5220737131188888,0.5882352941176471,0.24360565852606603,0.06616158099875824
LIGA,BRA,1X2,A,0.55,17,10,0.5721611877077496,0.5882352941176471,0.24801898818816384,0.016074106409897482
LIGA,BRA,1X2,A,0.6,9,5,0.6250891195160978,0.5555555555555556,0.2506288901785399,0.06953356396054222
LIGA,BRA,1X2,A,0.65,1,1,0.6942001461178741,1.0,0.09351355063432958,0.30579985388212594
LIGA,BRA,1X2,A,0.7,4,3,0.7147493901870665,0.75,0.18951715950351045,0.03525060981293349
LIGA,BRA,1X2,D,0.05,2,0,0.09298533137508136,0.0,0.008646288338845873,0.09298533137508136
LIGA,BRA,1X2,D,0.1,24,2,0.13336401171828285,0.08333333333333333,0.07856049369423036,0.050030678384949526
LIGA,BRA,1X2,D,0.15,136,20,0.17929822402692405,0.14705882352941177,0.12697442636116316,0.03223940049751228
LIGA,BRA,1X2,D,0.2,285,69,0.23041221372713952,0.24210526315789474,0.18503589824843356,0.01169304943075522
LIGA,BRA,1X2,D,0.25,602,165,0.2793109186764541,0.27408637873754155,0.199260432314094,0.005224539938912531
LIGA,BRA,1X2,D,0.3,422,132,0.3202168273370723,0.3127962085308057,0.21442449323921567,0.007420618806266599
LIGA,BRA,1X2,D,0.35,44,15,0.35682253640546185,0.3409090909090909,0.22550727829204523,0.01591344549637097
LIGA,BRA,1X2,H,0.05,1,0,0.0978236551958032,0.0,0.009569467515867396,0.0978236551958032
LIGA,BRA,1X2,H,0.1,8,0,0.12886183688583483,0.0,0.016804531688756678,0.12886183688583483
LIGA,BRA,1X2,H,0.15,44,7,0.18058236829922644,0.1590909090909091,0.13284637226748264,0.021491459208317354
LIGA,BRA,1X2,H,0.2,74,19,0.2274460516311259,0.25675675675675674,0.19211226564879053,0.02931070512563083
LIGA,BRA,1X2,H,0.25,79,18,0.27259389959162805,0.22784810126582278,0.1774626788350161,0.044745798325805275
LIGA,BRA,1X2,H,0.3,110,43,0.3313532404814675,0.39090909090909093,0.24250316873324837,0.0595558504276234
LIGA,BRA,1X2,H,0.35,156,51,0.37355024513387164,0.3269230769230769,0.22175292363847868,0.04662716821079471
LIGA,BRA,1X2,H,0.4,156,74,0.42738512369933357,0.47435897435897434,0.25153314101668184,0.04697385065964077
LIGA,BRA,1X2,H,0.45,192,88,0.4719725460698254,0.4583333333333333,0.2480617250112044,0.013639212736492101
LIGA,BRA,1X2,H,0.5,217,110,0.5232171350119421,0.5069124423963134,0.25033372222357975,0.016304692615628724
LIGA,BRA,1X2,H,0.55,188,100,0.5773805753838345,0.5319148936170213,0.25030500330682515,0.045465681766813204
LIGA,BRA,1X2,H,0.6,133,91,0.6284976056614147,0.6842105263157895,0.21993877683506366,0.05571292065437483
LIGA,BRA,1X2,H,0.65,82,53,0.6742306480375391,0.6463414634146342,0.22713253623738888,0.027889184622904906
LIGA,BRA,1X2,H,0.7,41,33,0.7186148068195036,0.8048780487804879,0.1680923025536393,0.08626324196098423
LIGA,BRA,1X2,H,0.75,30,25,0.7766795111674814,0.8333333333333334,0.14143894942438662,0.05665382216585202
LIGA,BRA,1X2,H,0.8,4,3,0.8233577586046076,0.75,0.2007212403490406,0.07335775860460758
LIGA,CHN,1X2,A,0.0,41,2,0.0407703270089671,0.04878048780487805,0.04583745758219399,0.00801016079591095
LIGA,CHN,1X2,A,0.05,92,5,0.0725793209312089,0.05434782608695652,0.05125319851600863,0.018231494844252384
LIGA,CHN,1X2,A,0.1,94,8,0.1254751739000935,0.0851063829787234,0.07953563964658303,0.04036879092137009
LIGA,CHN,1X2,A,0.15,79,17,0.17818405592471367,0.21518987341772153,0.16954788158141793,0.03700581749300785
LIGA,CHN,1X2,A,0.2,104,20,0.2256359695592619,0.19230769230769232,0.15669205597233102,0.03332827725156959
LIGA,CHN,1X2,A,0.25,59,14,0.2760272725206282,0.23728813559322035,0.18136787622788336,0.03873913692740785
LIGA,CHN,1X2,A,0.3,102,34,0.32788201278226525,0.3333333333333333,0.2222657587324313,0.005451320551068062
LIGA,CHN,1X2,A,0.35,58,17,0.3694279603137094,0.29310344827586204,0.2144442528938335,0.07632451203784735
LIGA,CHN,1X2,A,0.4,53,23,0.4265500980818529,0.4339622641509434,0.2452957564497647,0.007412166069090509
LIGA,CHN,1X2,A,0.45,49,22,0.47239267672813073,0.4489795918367347,0.24960527413357392,0.02341308489139604
LIGA,CHN,1X2,A,0.5,36,19,0.5253479678293126,0.5277777777777778,0.24678314357006798,0.0024298099484652003
LIGA,CHN,1X2,A,0.55,41,23,0.5754177606727485,0.5609756097560976,0.2458790519793714,0.014442150916650909
LIGA,CHN,1X2,A,0.6,28,17,0.6248882497537913,0.6071428571428571,0.23711814343940182,0.01774539261093422
LIGA,CHN,1X2,A,0.65,19,13,0.6672507220991205,0.6842105263157895,0.2145381563235172,0.016959804216668983
LIGA,CHN,1X2,A,0.7,24,16,0.7202073020691757,0.6666666666666666,0.22231724746792134,0.053540635402509085
LIGA,CHN,1X2,A,0.75,9,7,0.7797463214944299,0.7777777777777778,0.16922567862780108,0.001968543716652116
LIGA,CHN,1X2,A,0.8,30,26,0.8270762235942091,0.8666666666666667,0.11703344180409606,0.039590443072457626
LIGA,CHN,1X2,A,0.85,14,14,0.8671289110640389,1.0,0.01784339569420946,0.1328710889359611
LIGA,CHN,1X2,A,0.9,5,5,0.9095253377059402,1.0,0.008208753166570647,0.09047466229405976
LIGA,CHN,1X2,D,0.0,16,0,0.04121327494883989,0.0,0.0017162056977790665,0.04121327494883989
LIGA,CHN,1X2,D,0.05,66,5,0.072806333230035,0.07575757575757576,0.06875975568413754,0.002951242527540754
LIGA,CHN,1X2,D,0.1,134,21,0.127313702581822,0.15671641791044777,0.1317916025990976,0.02940271532862576
LIGA,CHN,1X2,D,0.15,124,23,0.17877312907339654,0.18548387096774194,0.14986854153237308,0.006710741894345396
LIGA,CHN,1X2,D,0.2,208,47,0.22894017876706377,0.22596153846153846,0.17383304170211178,0.002978640305525304
LIGA,CHN,1X2,D,0.25,318,97,0.2761035952796579,0.3050314465408805,0.21261431925435784,0.028927851261222604
LIGA,CHN,1X2,D,0.3,105,36,0.31401749248713046,0.34285714285714286,0.22883149744307393,0.028839650370012404
LIGA,CHN,1X2,D,0.35,4,2,0.3599276314104828,0.5,0.2717069534194333,0.14007236858951722
LIGA,CHN,1X2,H,0.0,7,0,0.04457310461056294,0.0,0.0019931498139149333,0.04457310461056294
LIGA,CHN,1X2,H,0.05,41,2,0.07178434115960737,0.04878048780487805,0.04521302258099646,0.02300385335472932
LIGA,CHN,1X2,H,0.1,45,5,0.12624881203700186,0.1111111111111111,0.09991663923087993,0.015137700925890757
LIGA,CHN,1X2,H,0.15,58,10,0.1773505821171024,0.1724137931034483,0.14393752553503,0.004936789013654103
LIGA,CHN,1X2,H,0.2,63,13,0.22591851183583347,0.20634920634920634,0.16243244079087238,0.019569305486627137
LIGA,CHN,1X2,H,0.25,65,17,0.27403760625850887,0.26153846153846155,0.19142523511805962,0.012499144720047317
LIGA,CHN,1X2,H,0.3,110,41,0.3270355078601414,0.37272727272727274,0.23654547666711773,0.045691764867131335
LIGA,CHN,1X2,H,0.35,59,18,0.36987043697769,0.3050847457627119,0.21633069393213383,0.06478569121497812
LIGA,CHN,1X2,H,0.4,45,13,0.425504452252237,0.28888888888888886,0.22247796104344633,0.13661556336334812
LIGA,CHN,1X2,H,0.45,66,33,0.47404155000810005,0.5,0.2512684167983215,0.025958449991899946
LIGA,CHN,1X2,H,0.5,70,39,0.5252811018832447,0.5571428571428572,0.24568642393403245,0.031861755259612434
LIGA,CHN,1X2,H,0.55,56,32,0.5805747334172302,0.5714285714285714,0.2457674706357889,0.009146161988658807
LIGA,CHN,1X2,H,0.6,36,23,0.6272762740872864,0.6388888888888888,0.22984895938468833,0.011612614801602472
LIGA,CHN,1X2,H,0.65,40,24,0.6732850314898988,0.6,0.24377852047269757,0.07328503148989884
LIGA,CHN,1X2,H,0.7,45,36,0.7190011244688636,0.8,0.1651182386225774,0.0809988755311365
LIGA,CHN,1X2,H,0.75,24,19,0.7781801610700217,0.7916666666666666,0.1640379845800851,0.013486505596644882
LIGA,CHN,1X2,H,0.8,56,44,0.8286154458832051,0.7857142857142857,0.1719349761234898,0.04290116016891943
LIGA,CHN,1X2,H,0.85,46,42,0.8706824527745095,0.9130434782608695,0.08012567355778887,0.042361025486360004
LIGA,CHN,1X2,H,0.9,16,15,0.9109660243358659,0.9375,0.059731518040513354,0.02653397566413407
LIGA,D1,1X2,A,0.05,76,4,0.0791005585866545,0.05263157894736842,0.05082055256774059,0.026468979639286086
LIGA,D1,1X2,A,0.1,110,15,0.1238642990423396,0.13636363636363635,0.11822177644833265,0.012499337321296752
LIGA,D1,1X2,A,0.15,130,19,0.17681312298863158,0.14615384615384616,0.1240510804852252,0.03065927683478542
LIGA,D1,1X2,A,0.2,121,26,0.22449286621984174,0.21487603305785125,0.16672701829002382,0.009616833161990496
LIGA,D1,1X2,A,0.25,190,52,0.2744868462261965,0.2736842105263158,0.1972186405482789,0.0008026356998807049
LIGA,D1,1X2,A,0.3,182,58,0.3235736823333263,0.31868131868131866,0.21658124451715002,0.004892363652007625
LIGA,D1,1X2,A,0.35,113,47,0.374254400877616,0.415929203539823,0.24314486044438266,0.04167480266220697
LIGA,D1,1X2,A,0.4,67,33,0.4247027614147846,0.4925373134328358,0.2536400998005306,0.06783455201805122
LIGA,D1,1X2,A,0.45,51,25,0.4739044823607339,0.49019607843137253,0.2512513988205913,0.016291596070638625
LIGA,D1,1X2,A,0.5,33,19,0.5288536196070207,0.5757575757575758,0.24475076244846047,0.04690395615055509
LIGA,D1,1X2,A,0.55,29,17,0.5643798797384045,0.5862068965517241,0.24167124677011456,0.021827016813319555
LIGA,D1,1X2,A,0.6,24,17,0.6318218658425091,0.7083333333333334,0.21735483636381095,0.07651146749082427
LIGA,D1,1X2,A,0.65,23,14,0.6742139023618529,0.6086956521739131,0.2437928074097233,0.06551825018793977
LIGA,D1,1X2,A,0.7,19,13,0.7296680315015178,0.6842105263157895,0.22147074962210742,0.04545750518572833
LIGA,D1,1X2,A,0.75,17,13,0.7685259362607962,0.7647058823529411,0.18231289668000972,0.0038200539078551143
LIGA,D1,1X2,A,0.8,7,6,0.8238187439324228,0.8571428571428571,0.1251409712683285,0.03332411321043427
LIGA,D1,1X2,D,0.05,29,3,0.08626869696777811,0.10344827586206896,0.09431887221077215,0.01717957889429085
LIGA,D1,1X2,D,0.1,79,12,0.12736467511226665,0.1518987341772152,0.12940055856950783,0.024534059064948543
LIGA,D1,1X2,D,0.15,148,25,0.17997801730547075,0.16891891891891891,0.1404162111071024,0.011059098386551836
LIGA,D1,1X2,D,0.2,237,54,0.22304097504399362,0.22784810126582278,0.1764919870117229,0.004807126221829161
LIGA,D1,1X2,D,0.25,584,166,0.2770234398652111,0.2842465753424658,0.20368339316983647,0.007223135477254672
LIGA,D1,1X2,D,0.3,130,44,0.30799288745130987,0.3384615384615385,0.22537328468048334,0.03046865101022861
LIGA,D1,1X2,D,0.35,2,1,0.35988792908150385,0.5,0.2647467178143972,0.14011207091849615
LIGA,D1,1X2,H,0.05,17,1,0.08039720738477463,0.058823529411764705,0.055565237992804536,0.021573677973009922
LIGA,D1,1X2,H,0.1,36,7,0.1264347487887595,0.19444444444444445,0.1590485400647619,0.06800969565568496
LIGA,D1,1X2,H,0.15,37,3,0.17586497856255834,0.08108108108108109,0.0839775783707122,0.09478389748147725
LIGA,D1,1X2,H,0.2,55,11,0.2233310632713715,0.2,0.1617651907950928,0.023331063271371494
LIGA,D1,1X2,H,0.25,112,26,0.27620294747431196,0.23214285714285715,0.17923010937621467,0.044060090331454804
LIGA,D1,1X2,H,0.3,120,21,0.32410728665239963,0.175,0.16722803247439838,0.14910728665239964
LIGA,D1,1X2,H,0.35,153,62,0.3756949319307556,0.40522875816993464,0.23969027469227394,0.02953382623917905
LIGA,D1,1X2,H,0.4,152,72,0.4231369066698547,0.47368421052631576,0.25137030878805955,0.05054730385646106
LIGA,D1,1X2,H,0.45,101,43,0.475373669266289,0.42574257425742573,0.24590164747122795,0.04963109500886326
LIGA,D1,1X2,H,0.5,80,45,0.5258590859847951,0.5625,0.24875084004743986,0.03664091401520486
LIGA,D1,1X2,H,0.55,80,44,0.5730426194573336,0.55,0.2480304346573249,0.023042619457333546
LIGA,D1,1X2,H,0.6,48,28,0.6303829985940835,0.5833333333333334,0.24417332139213244,0.04704966526075016
LIGA,D1,1X2,H,0.65,65,45,0.6772251480476054,0.6923076923076923,0.21291397683931906,0.015082544260086928
LIGA,D1,1X2,H,0.7,53,37,0.7272077222448327,0.6981132075471698,0.20915861972870006,0.029094514697662888
LIGA,D1,1X2,H,0.75,55,42,0.7710701589712712,0.7636363636363637,0.18235006452300279,0.007433795334907511
LIGA,D1,1X2,H,0.8,27,23,0.8251225844035133,0.8518518518518519,0.12611831465722614,0.02672926744833859
LIGA,D1,1X2,H,0.85,18,15,0.8588007439556414,0.8333333333333334,0.13996905234623278,0.025467410622308062
LIGA,D1,OU25,O25,0.25,1,0,0.2999553040512565,0.0,0.08997318442848172,0.2999553040512565
LIGA,D1,OU25,O25,0.3,6,2,0.32440631974407963,0.3333333333333333,0.22194834220141826,0.008927013589253685
LIGA,D1,OU25,O25,0.35,18,10,0.37800432413078205,0.5555555555555556,0.2758662293673304,0.17755123142477353
LIGA,D1,OU25,O25,0.4,65,26,0.43131168522505786,0.4,0.24001775689710633,0.03131168522505784
LIGA,D1,OU25,O25,0.45,113,58,0.4776969407866845,0.5132743362831859,0.2513468768106707,0.03557739549650135
LIGA,D1,OU25,O25,0.5,212,113,0.5282472546917595,0.5330188679245284,0.24659041464166384,0.004771613232768868
LIGA,D1,OU25,O25,0.55,198,116,0.5722669073239199,0.5858585858585859,0.24276631543736824,0.013591678534665919
LIGA,D1,OU25,O25,0.6,169,115,0.6298823789580485,0.6804733727810651,0.220000948988757,0.05059099382301657
LIGA,D1,OU25,O25,0.65,225,149,0.6757068201812942,0.6622222222222223,0.2228515319354989,0.013484597959071976
LIGA,D1,OU25,O25,0.7,112,85,0.7256702776127436,0.7589285714285714,0.18579526753994552,0.03325829381582779
LIGA,D1,OU25,O25,0.75,76,60,0.7701359556987173,0.7894736842105263,0.1680613909758617,0.019337728511809038
LIGA,D1,OU25,O25,0.8,11,7,0.8240741753264044,0.6363636363636364,0.2663446624562844,0.18771053896276801
LIGA,D1,OU25,O25,0.85,3,3,0.8658146788314521,1.0,0.018077506679000245,0.13418532116854787
LIGA,D1,OU25,U25,0.1,1,0,0.1420773886069497,0.0,0.020185984353370205,0.1420773886069497
LIGA,D1,OU25,U25,0.15,19,5,0.18341317494012038,0.2631578947368421,0.20399869970760856,0.07974471979672171
LIGA,D1,OU25,U25,0.2,40,8,0.22538223977776362,0.2,0.1609264218076633,0.025382239777763604
LIGA,D1,OU25,U25,0.25,132,31,0.2762209484389397,0.23484848484848486,0.18094649717304898,0.04137246359045482
LIGA,D1,OU25,U25,0.3,204,62,0.3252828278960263,0.30392156862745096,0.21227368341604308,0.02136125926857535
LIGA,D1,OU25,U25,0.35,233,86,0.3753781636489321,0.36909871244635195,0.2337417514675023,0.006279451202580166
LIGA,D1,OU25,U25,0.4,253,103,0.42435578037976024,0.40711462450592883,0.24108677627325997,0.017241155873831404
LIGA,D1,OU25,U25,0.45,171,86,0.474599901951017,0.5029239766081871,0.2498752551414042,0.02832407465717013
LIGA,D1,OU25,U25,0.5,91,47,0.5209469977499167,0.5164835164835165,0.247742540832794,0.004463481266400171
LIGA,D1,OU25,U25,0.55,45,25,0.5704698562783936,0.5555555555555556,0.24807022811448867,0.014914300722838059
LIGA,D1,OU25,U25,0.6,13,8,0.6206180097091578,0.6153846153846154,0.24146800641867874,0.005233394324542395
LIGA,D1,OU25,U25,0.65,6,3,0.6715487234942407,0.5,0.2838621820405612,0.17154872349424066
LIGA,D1,OU25,U25,0.7,1,1,0.7381745232681125,1.0,0.06855258026588017,0.2618254767318875
LIGA,D2,1X2,A,0.05,6,1,0.08321808679846576,0.16666666666666666,0.14334921601696693,0.0834485798682009
LIGA,D2,1X2,A,0.1,47,7,0.13037826822269202,0.14893617021276595,0.125803952833843,0.018557901990073927
LIGA,D2,1X2,A,0.15,120,18,0.1739904314241555,0.15,0.12884235362339738,0.023990431424155495
LIGA,D2,1X2,A,0.2,194,40,0.2273316758085794,0.20618556701030927,0.16573988991647648,0.02114610879827014
LIGA,D2,1X2,A,0.25,250,70,0.271920993809524,0.28,0.20152271305903247,0.008079006190476024
LIGA,D2,1X2,A,0.3,228,73,0.3296041010091289,0.3201754385964912,0.21671874881459752,0.009428662412637678
LIGA,D2,1X2,A,0.35,146,52,0.3695129753514299,0.3561643835616438,0.22849189938026018,0.01334859178978609
LIGA,D2,1X2,A,0.4,104,49,0.42572787427537306,0.47115384615384615,0.2509296850982156,0.04542597187847308
LIGA,D2,1X2,A,0.45,69,35,0.47006378207532223,0.5072463768115942,0.2524444649606405,0.037182594736272
LIGA,D2,1X2,A,0.5,31,15,0.517520703354059,0.4838709677419355,0.2540288364782648,0.03364973561212348
LIGA,D2,1X2,A,0.55,9,3,0.5676427298897411,0.3333333333333333,0.28053507347386675,0.23430939655640776
LIGA,D2,1X2,A,0.6,2,1,0.63814079746083,0.5,0.26731040686512775,0.13814079746082997
LIGA,D2,1X2,A,0.65,1,0,0.6696072179582191,0.0,0.44837382634174594,0.6696072179582191
LIGA,D2,1X2,A,0.7,1,1,0.7253681157568612,1.0,0.07542267184293677,0.2746318842431388
LIGA,D2,1X2,A,0.75,1,1,0.7709781011021426,1.0,0.052451030174780415,0.2290218988978574
LIGA,D2,1X2,D,0.1,9,1,0.1416403691065442,0.1111111111111111,0.10250552438481203,0.0305292579954331
LIGA,D2,1X2,D,0.15,71,8,0.17769932558934554,0.11267605633802817,0.10417942219429156,0.06502326925131736
LIGA,D2,1X2,D,0.2,239,57,0.23011169911459617,0.2384937238493724,0.1817730929737059,0.008382024734776228
LIGA,D2,1X2,D,0.25,808,218,0.27190693171331637,0.2698019801980198,0.19703243882451016,0.0021049515152965492
LIGA,D2,1X2,D,0.3,82,16,0.30625478401944595,0.1951219512195122,0.1700310134822552,0.11113283279993375
