DateParsed,WeekID,Code,League,Home,Away,MatchID,Market,MarketName,Side,Selection,Odd,EffectiveOdd,PriceHaircut,MarketProbability,CalibratedMarketProbability,RawSportsProbability,CalibratedSportsProbability,DecisionProbability,ModelProbability,BreakEvenProbability,ExpectedValue,RequiredOddForOperation,OddGapToOperation,ModelMarketDifference,ProfileSample,ProfileWins,EmpiricalHitRate,SportsSample,SportsReliability,SportsEmpiricalHitRate,Reliability,CalibrationGap,Brier,SampleConfidence,SampleConfidenceReason,ProfileLevel,SportsProfileLevel,Confidence,Status,StatusBase,Stake,Score,Reason,LambdaHome,LambdaAway,ValidatedMarket,ModelVersion,InputID,Time,Bookmaker,StatusOrder,StandingsAvailable,Season,HomePosition,AwayPosition,HomePoints,AwayPoints,HomeGames,AwayGames,HomePPG,AwayPPG,HomeGFPG,AwayGFPG,HomeGAPG,AwayGAPG
2026-07-23,2026-30,BRA,Brasileirão Série A,Botafogo RJ,Vitoria,BRA|2026-07-23|Botafogo RJ|Vitoria,OU25,"Total de gols 2,5",O25,"Mais de 2,5 gols",1.78,1.7444,0.02,0.5278514588859416,0.5278514588859416,0.7111577510613775,0.7111577510613775,0.5148752067982119,0.5148752067982119,0.5732630130703967,-0.10185168926119925,1.9818553113302675,-0.20185531133026746,0.18330629217543581,3362,1777,0.5285544318857823,3362,0.970338871756054,0.5285544318857823,0.970338871756054,0.0044491692365919,0.2485260843758632,FORTE,3362 previsões fora da amostra; desvio de calibração 0.4%.,GLOBAL,GLOBAL,FORTE,DESCARTAR,DESCARTAR,0.0,-0.10185168926119925,Preço atual não remunera a probabilidade estimada pelo modelo.,2.3067810107461137,1.3740259463149822,True,V28.0,a2,19:30,Pixbet,4,True,2026,9,10,25,25,18,18,1.3888888888888888,1.3888888888888888,1.8333333333333333,1.2222222222222223,1.7777777777777777,1.3888888888888888
2026-07-23,2026-30,BRA,Brasileirão Série A,Botafogo RJ,Vitoria,BRA|2026-07-23|Botafogo RJ|Vitoria,OU25,"Total de gols 2,5",U25,"Menos de 2,5 gols",1.99,1.9502,0.02,0.4721485411140583,0.4721485411140583,0.2888422489386228,0.2888422489386228,0.499252463924422,0.499252463924422,0.5127679212388473,-0.02635784485459225,2.0438720627321287,-0.053872062732128745,-0.18330629217543548,3203,1501,0.4686231657820793,3203,0.954596108336978,0.4686231657820793,0.954596108336978,0.0068105837494533,0.2486417514323319,FORTE,3203 previsões fora da amostra; desvio de calibração 0.7%.,GLOBAL,GLOBAL,FORTE,AGUARDAR PREÇO,AGUARDAR PREÇO,0.0,-0.02635784485459225,Leitura próxima do ponto de equilíbrio; precisa de cotação maior para entrar.,2.3067810107461137,1.3740259463149822,True,V28.0,a2,19:30,Pixbet,2,True,2026,9,10,25,25,18,18,1.3888888888888888,1.3888888888888888,1.8333333333333333,1.2222222222222223,1.7777777777777777,1.3888888888888888
2026-07-23,2026-30,BRA,Brasileirão Série A,Botafogo RJ,Vitoria,BRA|2026-07-23|Botafogo RJ|Vitoria,BTTS,Ambas marcam,BTTS_Y,Ambas marcam — Sim,1.77,1.7346,0.02,0.5329815303430079,0.5329815303430079,0.6782384909506401,0.6782384909506401,0.5838214665556791,0.5838214665556791,0.5765017871555402,0.012696715887480892,1.7478085711464493,0.022191428853550743,0.14525696060763227,0,0,0.5838214665556791,0,0.0,0.5838214665556791,0.0,,,NÃO VALIDADA,Mercado sem perfil financeiro fora da amostra.,EXPERIMENTAL,EXPERIMENTAL,NÃO VALIDADA,EXPERIMENTAL,EXPERIMENTAL,0.0,0.012696715887480892,"Ambas marcam é calculado e exibido, mas não entra na carteira: faltam odds históricas completas para backtest financeiro.",2.3067810107461137,1.3740259463149822,False,V28.0,a2,19:30,Pixbet,3,True,2026,9,10,25,25,18,18,1.3888888888888888,1.3888888888888888,1.8333333333333333,1.2222222222222223,1.7777777777777777,1.3888888888888888
2026-07-23,2026-30,BRA,Brasileirão Série A,Botafogo RJ,Vitoria,BRA|2026-07-23|Botafogo RJ|Vitoria,BTTS,Ambas marcam,BTTS_N,Ambas marcam — Não,2.02,1.9796,0.02,0.467018469656992,0.467018469656992,0.32176150904935985,0.32176150904935985,0.41617853344432076,0.41617853344432076,0.5051525560719338,-0.1761329751936226,2.451851984820893,-0.4318519848208928,-0.14525696060763216,0,0,0.41617853344432076,0,0.0,0.41617853344432076,0.0,,,NÃO VALIDADA,Mercado sem perfil financeiro fora da amostra.,EXPERIMENTAL,EXPERIMENTAL,NÃO VALIDADA,EXPERIMENTAL,EXPERIMENTAL,0.0,-0.1761329751936226,"Ambas marcam é calculado e exibido, mas não entra na carteira: faltam odds históricas completas para backtest financeiro.",2.3067810107461137,1.3740259463149822,False,V28.0,a2,19:30,Pixbet,3,True,2026,9,10,25,25,18,18,1.3888888888888888,1.3888888888888888,1.8333333333333333,1.2222222222222223,1.7777777777777777,1.3888888888888888
2026-07-25,2026-30,BRA,Brasileirão Série A,Santos,Chapecoense-SC,BRA|2026-07-25|Santos|Chapecoense-SC,1X2,Resultado final 1X2,H,Santos,1.4,1.3719999999999999,0.02,0.6669009135628954,0.6669009135628954,0.6096395687490197,0.6096395687490197,0.7177285524043269,0.7177285524043269,0.728862973760933,-0.015276426101263563,1.4217187819086052,-0.021718781908605322,-0.05726134481387568,955,706,0.7392670157068063,955,0.895128546040198,0.7392670157068063,0.895128546040198,0.0157307180939703,0.1930819850324935,FORTE,955 previsões fora da amostra; desvio de calibração 1.6%.,GLOBAL,GLOBAL,FORTE,AGUARDAR PREÇO,AGUARDAR PREÇO,0.0,-0.015276426101263563,Leitura próxima do ponto de equilíbrio; precisa de cotação maior para entrar.,1.833714173390625,0.8016794808401384,True,V28.0,a3,19:30,Pixbet,2,True,2026,15,20,21,9,19,18,1.105263157894737,0.5,1.4210526315789473,0.9444444444444444,1.631578947368421,1.9444444444444444
2026-07-25,2026-30,BRA,Brasileirão Série A,Santos,Chapecoense-SC,BRA|2026-07-25|Santos|Chapecoense-SC,1X2,Resultado final 1X2,D,Empate,4.55,4.459,0.02,0.2052002810962755,0.2052002810962755,0.23999955876369294,0.23999955876369294,0.17786503339257675,0.17786503339257675,0.2242655303879794,-0.2068998161025003,5.7369801348930745,-1.1869801348930746,0.034799277667417444,136,20,0.1470588235294117,136,0.7850706633499187,0.1470588235294117,0.7850706633499187,0.0322394004975122,0.1269744263611631,MODERADA,136 previsões fora da amostra; desvio de calibração 3.2%.,LIGA,LIGA,MODERADA,FORA DA FAIXA,FORA DA FAIXA,0.0,-0.2068998161025003,Odd efetiva fora da faixa testada (1.20 a 3.00).,1.833714173390625,0.8016794808401384,True,V28.0,a3,19:30,Pixbet,5,True,2026,15,20,21,9,19,18,1.105263157894737,0.5,1.4210526315789473,0.9444444444444444,1.631578947368421,1.9444444444444444
2026-07-25,2026-30,BRA,Brasileirão Série A,Santos,Chapecoense-SC,BRA|2026-07-25|Santos|Chapecoense-SC,1X2,Resultado final 1X2,A,Chapecoense-SC,7.3,7.154,0.02,0.12789880534082923,0.12789880534082923,0.15036087248728755,0.15036087248728755,0.1070602105044503,0.1070602105044503,0.1397819401733296,-0.2340912540511625,9.531161562800119,-2.2311615628001187,0.02246206714645832,208,32,0.1538461538461538,208,0.8363507082744507,0.1538461538461538,0.8363507082744507,0.0245473937588324,0.1299811565693132,MODERADA,208 previsões fora da amostra; desvio de calibração 2.5%.,LIGA,LIGA,MODERADA,FORA DA FAIXA,FORA DA FAIXA,0.0,-0.2340912540511625,Odd efetiva fora da faixa testada (1.20 a 3.00).,1.833714173390625,0.8016794808401384,True,V28.0,a3,19:30,Pixbet,5,True,2026,15,20,21,9,19,18,1.105263157894737,0.5,1.4210526315789473,0.9444444444444444,1.631578947368421,1.9444444444444444
2026-07-25,2026-30,BRA,Brasileirão Série A,Santos,Chapecoense-SC,BRA|2026-07-25|Santos|Chapecoense-SC,OU25,"Total de gols 2,5",O25,"Mais de 2,5 gols",1.66,1.6267999999999998,0.02,0.5631578947368422,0.5631578947368422,0.48907356069339947,0.48907356069339947,0.5721136315818396,0.5721136315818396,0.6147037128104255,-0.06928554414266352,1.7835760361870332,-0.12357603618703328,-0.07408433404344272,2685,1543,0.5746741154562384,2685,0.9878382311015027,0.5746741154562384,0.9878382311015027,0.0018242653347746,0.2445582255764396,FORTE,2685 previsões fora da amostra; desvio de calibração 0.2%.,GLOBAL,GLOBAL,FORTE,DESCARTAR,DESCARTAR,0.0,-0.06928554414266352,Preço atual não remunera a probabilidade estimada pelo modelo.,1.833714173390625,0.8016794808401384,True,V28.0,a3,19:30,Pixbet,4,True,2026,15,20,21,9,19,18,1.105263157894737,0.5,1.4210526315789473,0.9444444444444444,1.631578947368421,1.9444444444444444
2026-07-25,2026-30,BRA,Brasileirão Série A,Santos,Chapecoense-SC,BRA|2026-07-25|Santos|Chapecoense-SC,OU25,"Total de gols 2,5",U25,"Menos de 2,5 gols",2.14,2.0972,0.02,0.4368421052631579,0.4368421052631579,0.5109264393066005,0.5109264393066005,0.4378301579494901,0.4378301579494901,0.4768262445164982,-0.08178259274832944,2.330602734275387,-0.19060273427538688,0.07408433404344261,2929,1260,0.4301809491293957,2929,0.978582566200196,0.4301809491293957,0.978582566200196,0.0032126150699706,0.2450555533919078,FORTE,2929 previsões fora da amostra; desvio de calibração 0.3%.,GLOBAL,GLOBAL,FORTE,DESCARTAR,DESCARTAR,0.0,-0.08178259274832944,Preço atual não remunera a probabilidade estimada pelo modelo.,1.833714173390625,0.8016794808401384,True,V28.0,a3,19:30,Pixbet,4,True,2026,15,20,21,9,19,18,1.105263157894737,0.5,1.4210526315789473,0.9444444444444444,1.631578947368421,1.9444444444444444
2026-07-25,2026-30,BRA,Brasileirão Série A,Santos,Chapecoense-SC,BRA|2026-07-25|Santos|Chapecoense-SC,BTTS,Ambas marcam,BTTS_Y,Ambas marcam — Sim,1.87,1.8326,0.02,0.502659574468085,0.502659574468085,0.47077746812558874,0.47077746812558874,0.49150083724821125,0.49150083724821125,0.5456728145803776,-0.09927556565892803,2.0761066633748033,-0.2061066633748032,-0.03188210634249622,0,0,0.49150083724821125,0,0.0,0.49150083724821125,0.0,,,NÃO VALIDADA,Mercado sem perfil financeiro fora da amostra.,EXPERIMENTAL,EXPERIMENTAL,NÃO VALIDADA,EXPERIMENTAL,EXPERIMENTAL,0.0,-0.09927556565892803,"Ambas marcam é calculado e exibido, mas não entra na carteira: faltam odds históricas completas para backtest financeiro.",1.833714173390625,0.8016794808401384,False,V28.0,a3,19:30,Pixbet,3,True,2026,15,20,21,9,19,18,1.105263157894737,0.5,1.4210526315789473,0.9444444444444444,1.631578947368421,1.9444444444444444
2026-07-25,2026-30,BRA,Brasileirão Série A,Santos,Chapecoense-SC,BRA|2026-07-25|Santos|Chapecoense-SC,BTTS,Ambas marcam,BTTS_N,Ambas marcam — Não,1.89,1.8521999999999998,0.02,0.49734042553191493,0.49734042553191493,0.5292225318744113,0.5292225318744113,0.5084991627517886,0.5084991627517886,0.5398984990821726,-0.05815785075113722,2.006705690021742,-0.11670569002174225,0.03188210634249633,0,0,0.5084991627517886,0,0.0,0.5084991627517886,0.0,,,NÃO VALIDADA,Mercado sem perfil financeiro fora da amostra.,EXPERIMENTAL,EXPERIMENTAL,NÃO VALIDADA,EXPERIMENTAL,EXPERIMENTAL,0.0,-0.05815785075113722,"Ambas marcam é calculado e exibido, mas não entra na carteira: faltam odds históricas completas para backtest financeiro.",1.833714173390625,0.8016794808401384,False,V28.0,a3,19:30,Pixbet,3,True,2026,15,20,21,9,19,18,1.105263157894737,0.5,1.4210526315789473,0.9444444444444444,1.631578947368421,1.9444444444444444
